Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total
243,19,53,5,0,77,38,148,58,0,244,39.0,152.0,44.0,0.0,235.0,523.0,2415.0,419.0,1.0,3358.0,17.0,65.0,5.0,0.0,87.0,18.0,49.0,10.0,1.0,78.0,8.0,13.0,3.0,0.0,24.0,5.0,30.0,23.0,0.0,58.0,17.0,60.0,5.0,1.0,83.0,502.0,2252.0,1275.0,3.0,4032.0,20.0,51.0,14.0,0.0,85.0,12352.0
48,69,61,7,0,137,22,33,15,0,70,57.0,79.0,54.0,0.0,190.0,2655.0,2515.0,830.0,3.0,6003.0,16.0,19.0,12.0,0.0,47.0,76.0,41.0,10.0,0.0,127.0,22.0,4.0,2.0,0.0,28.0,5.0,7.0,5.0,0.0,17.0,73.0,57.0,2.0,0.0,132.0,456.0,760.0,860.0,0.0,2076.0,6.0,14.0,11.0,0.0,31.0,16836.0
68,39,90,18,0,147,15,37,16,0,68,8.0,81.0,32.0,0.0,121.0,366.0,2077.0,378.0,0.0,2821.0,6.0,24.0,7.0,0.0,37.0,15.0,25.0,10.0,0.0,50.0,3.0,5.0,2.0,0.0,10.0,4.0,3.0,3.0,0.0,10.0,49.0,238.0,21.0,0.0,308.0,45.0,262.0,171.0,0.0,478.0,5.0,5.0,4.0,0.0,14.0,8786.0
39,48,86,3,0,137,5,25,9,0,39,21.0,43.0,22.0,0.0,86.0,1255.0,3151.0,559.0,0.0,4965.0,8.0,14.0,4.0,0.0,26.0,23.0,24.0,5.0,0.0,52.0,4.0,7.0,3.0,0.0,14.0,5.0,5.0,4.0,0.0,14.0,27.0,56.0,3.0,0.0,86.0,200.0,504.0,414.0,0.0,1118.0,3.0,8.0,3.0,0.0,14.0,10576.0
165,64,120,14,1,199,39,89,34,1,163,72.0,168.0,60.0,0.0,300.0,1394.0,4680.0,860.0,8.0,6942.0,20.0,51.0,13.0,0.0,84.0,35.0,54.0,11.0,0.0,100.0,8.0,10.0,4.0,0.0,22.0,7.0,12.0,15.0,0.0,34.0,59.0,131.0,17.0,0.0,207.0,352.0,1217.0,757.0,5.0,2331.0,7.0,35.0,10.0,0.0,52.0,17018.0
42,12,18,1,0,31,10,34,8,0,52,8.0,33.0,9.0,0.0,50.0,190.0,1108.0,182.0,0.0,1480.0,5.0,12.0,3.0,0.0,20.0,4.0,9.0,1.0,0.0,14.0,1.0,3.0,2.0,0.0,6.0,1.0,5.0,2.0,0.0,8.0,8.0,23.0,1.0,0.0,32.0,91.0,488.0,236.0,0.0,815.0,2.0,10.0,2.0,0.0,14.0,3979.0
101,25,46,13,0,84,19,45,28,0,92,30.0,59.0,68.0,0.0,157.0,776.0,2466.0,966.0,0.0,4208.0,15.0,26.0,12.0,0.0,53.0,16.0,24.0,8.0,0.0,48.0,5.0,10.0,5.0,0.0,20.0,4.0,7.0,13.0,0.0,24.0,21.0,32.0,8.0,0.0,61.0,267.0,1096.0,1082.0,0.0,2445.0,19.0,22.0,12.0,0.0,53.0,11694.0
18,5,6,0,0,11,8,9,3,1,21,9.0,10.0,8.0,0.0,27.0,83.0,149.0,53.0,0.0,285.0,13.0,9.0,1.0,0.0,23.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,8.0,2.0,5.0,1.0,0.0,8.0,78.0,114.0,91.0,0.0,283.0,4.0,2.0,1.0,0.0,7.0,1077.0
42,23,45,6,0,74,10,26,17,0,53,30.0,112.0,65.0,0.0,207.0,400.0,1490.0,585.0,0.0,2475.0,6.0,26.0,9.0,0.0,41.0,22.0,38.0,11.0,0.0,71.0,6.0,8.0,3.0,0.0,17.0,4.0,11.0,11.0,0.0,26.0,24.0,34.0,11.0,0.0,69.0,91.0,546.0,586.0,0.0,1223.0,5.0,5.0,11.0,0.0,21.0,9386.0
38,3,11,2,0,16,15,35,12,0,62,10.0,22.0,5.0,0.0,37.0,144.0,444.0,118.0,0.0,706.0,16.0,15.0,7.0,0.0,38.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,10.0,5.0,3.0,2.0,0.0,10.0,259.0,564.0,354.0,2.0,1179.0,3.0,5.0,2.0,0.0,10.0,3022.0
2709,188,184,78,3,453,701,1080,594,11,2386,634.0,991.0,458.0,3.0,2086.0,4751.0,6840.0,3791.0,12.0,15394.0,359.0,530.0,136.0,5.0,1030.0,219.0,181.0,103.0,2.0,505.0,83.0,83.0,74.0,1.0,241.0,855.0,2524.0,3235.0,10.0,6624.0,160.0,178.0,58.0,0.0,396.0,5956.0,15249.0,13067.0,59.0,34331.0,227.0,348.0,195.0,5.0,775.0,85744.0
1274,43,88,24,0,155,240,843,309,3,1395,200.0,601.0,251.0,0.0,1052.0,1368.0,4146.0,1802.0,7.0,7323.0,128.0,360.0,62.0,1.0,551.0,64.0,110.0,34.0,0.0,208.0,31.0,58.0,25.0,0.0,114.0,18.0,99.0,71.0,0.0,188.0,63.0,105.0,28.0,0.0,196.0,2019.0,12792.0,7123.0,8.0,21942.0,76.0,211.0,71.0,2.0,360.0,44212.0
11,4,21,0,0,25,3,11,2,0,16,4.0,11.0,2.0,0.0,17.0,127.0,567.0,80.0,0.0,774.0,2.0,10.0,1.0,0.0,13.0,3.0,4.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,8.0,20.0,1.0,0.0,29.0,44.0,153.0,118.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,2226.0
113,23,40,3,0,66,35,70,24,0,129,35.0,67.0,25.0,1.0,128.0,645.0,1136.0,294.0,3.0,2078.0,9.0,21.0,5.0,0.0,35.0,8.0,17.0,2.0,0.0,27.0,2.0,5.0,0.0,0.0,7.0,4.0,8.0,9.0,0.0,21.0,26.0,27.0,2.0,0.0,55.0,369.0,774.0,538.0,4.0,1685.0,6.0,13.0,6.0,0.0,25.0,6457.0
80,14,30,5,0,49,25,48,11,0,84,29.0,63.0,16.0,0.0,108.0,402.0,520.0,99.0,0.0,1021.0,11.0,22.0,4.0,0.0,37.0,7.0,6.0,1.0,0.0,14.0,2.0,6.0,1.0,0.0,9.0,3.0,9.0,6.0,0.0,18.0,25.0,20.0,3.0,0.0,48.0,65.0,222.0,132.0,0.0,419.0,8.0,19.0,11.0,0.0,38.0,3743.0
470,96,95,19,7,217,133,184,117,19,453,140.0,164.0,120.0,7.0,431.0,2893.0,4658.0,1969.0,239.0,9759.0,73.0,96.0,21.0,6.0,196.0,99.0,47.0,24.0,12.0,182.0,18.0,17.0,15.0,2.0,52.0,9.0,19.0,23.0,2.0,53.0,88.0,90.0,24.0,9.0,211.0,1617.0,3339.0,3358.0,229.0,8543.0,37.0,35.0,30.0,7.0,109.0,29713.0
127,26,71,5,0,102,18,55,26,0,99,30.0,131.0,61.0,0.0,222.0,298.0,1480.0,347.0,1.0,2126.0,13.0,36.0,5.0,0.0,54.0,25.0,44.0,16.0,0.0,85.0,7.0,13.0,3.0,0.0,23.0,3.0,13.0,9.0,0.0,25.0,29.0,67.0,7.0,0.0,103.0,136.0,597.0,411.0,0.0,1144.0,4.0,11.0,16.0,0.0,31.0,11638.0
37,1,4,2,0,7,9,17,5,0,31,29.0,29.0,6.0,0.0,64.0,95.0,175.0,53.0,4.0,327.0,7.0,11.0,4.0,0.0,22.0,3.0,2.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,5.0,2.0,3.0,1.0,2.0,8.0,2.0,4.0,0.0,0.0,6.0,156.0,318.0,285.0,5.0,764.0,2.0,6.0,5.0,0.0,13.0,1906.0
190,33,34,7,0,74,63,143,33,1,240,59.0,164.0,47.0,0.0,270.0,653.0,1468.0,428.0,4.0,2553.0,17.0,51.0,3.0,0.0,71.0,19.0,15.0,2.0,0.0,36.0,5.0,6.0,2.0,0.0,13.0,11.0,27.0,19.0,0.0,57.0,28.0,42.0,8.0,0.0,78.0,711.0,2129.0,1630.0,4.0,4474.0,19.0,26.0,13.0,0.0,58.0,11978.0
60,10,10,6,0,26,22,32,30,0,84,20.0,17.0,13.0,0.0,50.0,225.0,320.0,131.0,1.0,677.0,11.0,7.0,11.0,0.0,29.0,6.0,5.0,3.0,0.0,14.0,1.0,2.0,0.0,0.0,3.0,5.0,6.0,9.0,0.0,20.0,7.0,4.0,5.0,0.0,16.0,348.0,448.0,735.0,0.0,1531.0,10.0,11.0,6.0,0.0,27.0,3452.0
18,1,4,1,0,6,3,4,5,0,12,3.0,9.0,4.0,0.0,16.0,48.0,96.0,34.0,0.0,178.0,5.0,3.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,57.0,132.0,154.0,0.0,343.0,1.0,1.0,2.0,0.0,4.0,884.0
98,33,48,14,0,95,34,43,25,0,102,32.0,79.0,19.0,0.0,130.0,783.0,1834.0,430.0,0.0,3047.0,8.0,16.0,12.0,0.0,36.0,20.0,18.0,3.0,0.0,41.0,4.0,7.0,2.0,0.0,13.0,1.0,10.0,7.0,0.0,18.0,50.0,95.0,15.0,0.0,160.0,218.0,639.0,343.0,0.0,1200.0,5.0,11.0,7.0,0.0,23.0,7937.0
37,6,30,4,2,42,7,22,12,0,41,15.0,21.0,14.0,0.0,50.0,157.0,849.0,162.0,5.0,1173.0,3.0,8.0,2.0,0.0,13.0,2.0,10.0,1.0,0.0,13.0,0.0,2.0,5.0,0.0,7.0,1.0,5.0,6.0,0.0,12.0,11.0,21.0,2.0,0.0,34.0,193.0,399.0,368.0,2.0,962.0,7.0,9.0,3.0,1.0,20.0,3769.0
40,20,20,2,0,42,14,31,65,0,110,15.0,32.0,15.0,0.0,62.0,406.0,591.0,189.0,1.0,1187.0,6.0,8.0,5.0,0.0,19.0,5.0,3.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,45.0,45.0,3.0,0.0,93.0,205.0,351.0,443.0,4.0,1003.0,5.0,8.0,2.0,0.0,15.0,4189.0
71,16,11,5,0,32,31,54,32,0,117,30.0,39.0,24.0,0.0,93.0,350.0,555.0,153.0,0.0,1058.0,12.0,23.0,7.0,0.0,42.0,9.0,7.0,2.0,0.0,18.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,9.0,0.0,17.0,16.0,9.0,2.0,0.0,27.0,294.0,615.0,598.0,1.0,1508.0,13.0,16.0,13.0,0.0,42.0,4348.0
557,68,189,20,0,277,107,333,127,0,567,109.0,434.0,149.0,0.0,692.0,1158.0,3769.0,798.0,0.0,5725.0,52.0,146.0,31.0,0.0,229.0,42.0,54.0,13.0,0.0,109.0,9.0,18.0,7.0,0.0,34.0,10.0,50.0,52.0,0.0,112.0,82.0,186.0,25.0,0.0,293.0,591.0,1985.0,1231.0,2.0,3809.0,23.0,51.0,37.0,0.0,111.0,21253.0
200,50,74,12,0,136,86,194,78,1,359,75.0,158.0,56.0,0.0,289.0,1403.0,3507.0,687.0,6.0,5603.0,30.0,57.0,13.0,0.0,100.0,29.0,44.0,16.0,0.0,89.0,7.0,8.0,2.0,0.0,17.0,3.0,16.0,14.0,1.0,34.0,46.0,98.0,3.0,0.0,147.0,656.0,1676.0,946.0,6.0,3284.0,18.0,45.0,16.0,0.0,79.0,15987.0
116,54,67,18,0,139,50,79,54,0,183,35.0,91.0,49.0,0.0,175.0,751.0,2092.0,609.0,4.0,3456.0,15.0,21.0,4.0,0.0,40.0,30.0,21.0,2.0,0.0,53.0,6.0,7.0,4.0,0.0,17.0,4.0,9.0,8.0,0.0,21.0,113.0,178.0,24.0,0.0,315.0,311.0,756.0,690.0,3.0,1760.0,9.0,19.0,5.0,0.0,33.0,10651.0
27,16,26,6,0,48,2,24,17,0,43,17.0,88.0,58.0,0.0,163.0,297.0,1308.0,430.0,1.0,2036.0,4.0,13.0,14.0,0.0,31.0,9.0,16.0,4.0,0.0,29.0,1.0,5.0,1.0,0.0,7.0,1.0,3.0,8.0,0.0,12.0,18.0,25.0,2.0,0.0,45.0,74.0,449.0,494.0,0.0,1017.0,1.0,7.0,8.0,1.0,17.0,7847.0
43,11,18,1,0,30,6,27,13,0,46,10.0,25.0,16.0,0.0,51.0,198.0,624.0,143.0,0.0,965.0,4.0,6.0,1.0,0.0,11.0,5.0,2.0,2.0,0.0,9.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,10.0,25.0,3.0,0.0,38.0,68.0,311.0,172.0,0.0,551.0,3.0,3.0,4.0,0.0,10.0,2965.0
427,111,128,19,1,259,178,282,120,1,581,184.0,300.0,130.0,2.0,616.0,2323.0,5245.0,1584.0,11.0,9163.0,60.0,97.0,25.0,1.0,183.0,61.0,73.0,21.0,1.0,156.0,25.0,25.0,6.0,0.0,56.0,12.0,24.0,36.0,0.0,72.0,87.0,150.0,17.0,2.0,256.0,1653.0,3348.0,2457.0,14.0,7472.0,45.0,68.0,31.0,0.0,144.0,29538.0
59,11,20,0,0,31,20,54,19,0,93,15.0,40.0,10.0,0.0,65.0,196.0,981.0,132.0,1.0,1310.0,11.0,15.0,4.0,0.0,30.0,12.0,12.0,1.0,0.0,25.0,0.0,2.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,10.0,8.0,26.0,1.0,1.0,36.0,179.0,503.0,184.0,0.0,866.0,6.0,14.0,5.0,0.0,25.0,3717.0
68,17,13,4,0,34,15,24,22,1,62,20.0,29.0,15.0,0.0,64.0,465.0,629.0,177.0,0.0,1271.0,7.0,21.0,4.0,0.0,32.0,10.0,5.0,2.0,0.0,17.0,1.0,0.0,2.0,0.0,3.0,0.0,6.0,3.0,0.0,9.0,9.0,19.0,3.0,0.0,31.0,296.0,663.0,549.0,0.0,1508.0,6.0,15.0,9.0,0.0,30.0,4344.0
47,28,52,10,1,91,13,28,20,0,61,41.0,114.0,85.0,0.0,240.0,1009.0,2178.0,758.0,0.0,3945.0,12.0,26.0,11.0,0.0,49.0,27.0,28.0,17.0,0.0,72.0,7.0,12.0,4.0,0.0,23.0,4.0,14.0,17.0,0.0,35.0,42.0,47.0,7.0,0.0,96.0,196.0,801.0,907.0,0.0,1904.0,5.0,16.0,21.0,0.0,42.0,15362.0
174,26,67,4,0,97,27,79,29,0,135,38.0,91.0,39.0,0.0,168.0,634.0,2951.0,651.0,3.0,4239.0,13.0,42.0,11.0,0.0,66.0,26.0,31.0,13.0,0.0,70.0,7.0,6.0,2.0,0.0,15.0,6.0,9.0,11.0,0.0,26.0,20.0,83.0,7.0,0.0,110.0,413.0,1416.0,1250.0,0.0,3079.0,7.0,17.0,16.0,0.0,40.0,12723.0
299,174,308,46,1,529,59,126,76,0,261,186.0,424.0,318.0,0.0,928.0,2773.0,7484.0,2000.0,1.0,12258.0,47.0,97.0,38.0,0.0,182.0,121.0,125.0,49.0,0.0,295.0,27.0,39.0,8.0,0.0,74.0,18.0,62.0,73.0,0.0,153.0,176.0,408.0,48.0,1.0,633.0,309.0,915.0,889.0,0.0,2113.0,25.0,48.0,71.0,0.0,144.0,28536.0
491,148,236,42,0,426,103,306,120,0,529,132.0,348.0,186.0,0.0,666.0,5500.0,13502.0,3676.0,0.0,22678.0,57.0,126.0,35.0,0.0,218.0,166.0,186.0,62.0,0.0,414.0,23.0,48.0,11.0,0.0,82.0,9.0,27.0,31.0,0.0,67.0,124.0,254.0,47.0,0.0,425.0,1268.0,4083.0,3066.0,0.0,8417.0,31.0,100.0,58.0,0.0,189.0,50136.0
365,60,91,18,0,169,55,181,117,0,353,59.0,180.0,82.0,0.0,321.0,840.0,1958.0,525.0,0.0,3323.0,23.0,61.0,34.0,0.0,118.0,40.0,26.0,6.0,0.0,72.0,6.0,20.0,1.0,0.0,27.0,8.0,28.0,18.0,0.0,54.0,93.0,200.0,29.0,0.0,322.0,174.0,769.0,819.0,0.0,1762.0,4.0,37.0,24.0,0.0,65.0,13846.0
72,2,10,4,0,16,21,45,23,0,89,14.0,37.0,11.0,0.0,62.0,107.0,413.0,115.0,0.0,635.0,6.0,9.0,8.0,0.0,23.0,2.0,6.0,0.0,0.0,8.0,2.0,1.0,2.0,0.0,5.0,7.0,26.0,52.0,0.0,85.0,2.0,5.0,2.0,0.0,9.0,151.0,350.0,328.0,0.0,829.0,5.0,6.0,6.0,0.0,17.0,2613.0
178,29,25,8,0,62,81,119,71,0,271,37.0,69.0,37.0,0.0,143.0,760.0,1192.0,421.0,3.0,2376.0,12.0,28.0,10.0,0.0,50.0,10.0,6.0,2.0,0.0,18.0,6.0,4.0,2.0,0.0,12.0,14.0,12.0,30.0,0.0,56.0,22.0,17.0,4.0,0.0,43.0,656.0,1140.0,1247.0,3.0,3046.0,15.0,25.0,15.0,0.0,55.0,9197.0
146,86,139,13,0,238,22,60,28,0,110,40.0,97.0,34.0,0.0,171.0,1195.0,2946.0,648.0,2.0,4791.0,11.0,38.0,7.0,0.0,56.0,23.0,30.0,7.0,0.0,60.0,9.0,13.0,5.0,0.0,27.0,3.0,6.0,6.0,0.0,15.0,74.0,174.0,16.0,1.0,265.0,267.0,932.0,459.0,2.0,1660.0,14.0,21.0,19.0,0.0,54.0,12473.0
18,3,4,0,0,7,3,12,14,0,29,6.0,15.0,4.0,0.0,25.0,60.0,211.0,53.0,0.0,324.0,5.0,3.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,2.0,5.0,1.0,0.0,8.0,95.0,189.0,159.0,0.0,443.0,2.0,3.0,5.0,0.0,10.0,1359.0
17,17,15,2,0,34,13,13,8,0,34,9.0,15.0,7.0,0.0,31.0,198.0,386.0,104.0,0.0,688.0,5.0,6.0,1.0,0.0,12.0,3.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,6.0,11.0,36.0,4.0,0.0,51.0,121.0,210.0,129.0,0.0,460.0,2.0,3.0,2.0,0.0,7.0,2228.0
50,36,68,10,0,114,14,30,17,0,61,41.0,106.0,62.0,0.0,209.0,1147.0,2169.0,716.0,1.0,4033.0,5.0,25.0,3.0,0.0,33.0,48.0,51.0,15.0,0.0,114.0,8.0,11.0,9.0,0.0,28.0,2.0,2.0,8.0,0.0,12.0,38.0,48.0,9.0,0.0,95.0,239.0,692.0,673.0,0.0,1604.0,10.0,14.0,11.0,0.0,35.0,14646.0
552,216,280,58,1,555,208,317,136,0,661,376.0,659.0,279.0,0.0,1314.0,4455.0,6508.0,1928.0,14.0,12905.0,110.0,203.0,43.0,0.0,356.0,148.0,141.0,39.0,0.0,328.0,44.0,37.0,23.0,0.0,104.0,33.0,78.0,66.0,1.0,178.0,203.0,257.0,39.0,1.0,500.0,890.0,1689.0,1292.0,5.0,3876.0,79.0,106.0,71.0,0.0,256.0,35593.0
31,14,8,0,0,22,36,27,7,0,70,20.0,26.0,2.0,0.0,48.0,356.0,596.0,203.0,0.0,1155.0,3.0,9.0,1.0,0.0,13.0,4.0,4.0,2.0,0.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.0,31.0,2.0,0.0,47.0,173.0,212.0,153.0,0.0,538.0,6.0,7.0,4.0,0.0,17.0,3218.0
106,13,22,2,1,38,25,42,27,0,94,31.0,43.0,27.0,0.0,101.0,372.0,858.0,262.0,1.0,1493.0,15.0,19.0,11.0,0.0,45.0,9.0,6.0,3.0,0.0,18.0,1.0,3.0,1.0,0.0,5.0,6.0,12.0,20.0,0.0,38.0,7.0,11.0,1.0,0.0,19.0,252.0,525.0,480.0,0.0,1257.0,8.0,9.0,6.0,1.0,24.0,4906.0
88,19,6,2,0,27,15,28,9,0,52,23.0,22.0,12.0,0.0,57.0,673.0,593.0,139.0,2.0,1407.0,11.0,21.0,4.0,0.0,36.0,5.0,5.0,4.0,0.0,14.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,15.0,12.0,2.0,0.0,29.0,385.0,674.0,479.0,1.0,1539.0,8.0,11.0,9.0,0.0,28.0,4689.0
72,47,37,4,0,88,44,62,40,0,146,30.0,47.0,25.0,0.0,102.0,1475.0,1637.0,429.0,0.0,3541.0,19.0,26.0,5.0,0.0,50.0,12.0,15.0,4.0,0.0,31.0,7.0,2.0,6.0,0.0,15.0,4.0,2.0,11.0,0.0,17.0,38.0,36.0,3.0,0.0,77.0,363.0,658.0,568.0,0.0,1589.0,6.0,14.0,12.0,0.0,32.0,9129.0
