




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
Locust Grove                  6978                          4879                          69.92%
Tussahaw                      3409                          2580                          75.68%
Sandy Ridge                   4875                          3646                          74.79%
Westside                      6971                          3839                          55.07%
Lowes                         9878                          6846                          69.31%
South Hampton                 5476                          3858                          70.45%
North Hampton                 7156                          4935                          68.96%
Mt Carmel                     5335                          4032                          75.58%
Red Oak                       5610                          4090                          72.91%
Wesley Lakes                  6144                          4269                          69.48%
McDonough                     2838                          1999                          70.44%
McMullen                      3719                          2928                          78.73%
East Lake                     3389                          2736                          80.73%
Hickory Flat                  5122                          3913                          76.40%
Stockbridge East-West         6541                          4391                          67.13%
Stagecoach                    3546                          2417                          68.16%
Cotton Indian                 4785                          3332                          69.63%
Pleasant Grove                4135                          3220                          77.87%
Austin Road                   3374                          2548                          75.52%
Swan Lake                     3642                          2567                          70.48%
Shakerag                      4047                          2948                          72.84%
Ellenwood                     4275                          3208                          75.04%
Unity Grove                   4850                          3688                          76.04%
Shiloh                        4077                          2635                          64.63%
Pates Creek                   5214                          3649                          69.98%
Oakland                       4508                          3330                          73.87%
Lake Dow                      5049                          3854                          76.33%
Flippen                       4430                          3427                          77.36%
Stockbridge Central           4416                          2759                          62.48%
Kelleytown                    3452                          2795                          80.97%
Lighthouse                    3693                          2718                          73.60%
Dutchtown                     2751                          2046                          74.37%
Mt Bethel                     3535                          2680                          75.81%
Grove Park                    4079                          2778                          68.10%
Lake Haven                    4260                          3123                          73.31%
McDonough Central             4250                          3047                          71.69%
Timberridge                   2096                          1667                          79.53%
Total:                        171905                        123377                        71.77%

                                                                                                                                                                                                                                 President of the United States
                                                            Donald J. Trump (I) (Rep)                                                                                                                             Joseph R. Biden (Dem)                                                                                                                                 Jo Jorgensen (Lib)                                                                                                                                    
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Lighthouse                    3693                          115                           566                           189                           0                             870                           168                           1083                          447                           0                             1698                          14                            38                            14                            0                             66                            2634                          
Dutchtown                     2751                          119                           580                           200                           0                             899                           128                           547                           322                           2                             999                           17                            35                            20                            0                             72                            1970                          
Mt Bethel                     3535                          620                           1046                          153                           1                             1820                          137                           379                           207                           0                             723                           33                            30                            9                             0                             72                            2615                          
Grove Park                    4079                          251                           1007                          169                           0                             1427                          173                           655                           340                           2                             1170                          18                            58                            13                            0                             89                            2686                          
Lake Haven                    4260                          267                           1023                          267                           1                             1558                          177                           878                           367                           1                             1423                          20                            38                            18                            0                             76                            3057                          
McDonough Central             4250                          81                            752                           314                           0                             1147                          197                           1036                          481                           0                             1714                          21                            42                            8                             0                             71                            2932                          
Timberridge                   2096                          234                           568                           139                           2                             943                           70                            386                           184                           0                             640                           18                            25                            8                             0                             51                            1634                          
Totals:                       171905                        7702                          30887                         7999                          24                            46612                         7775                          42371                         19833                         68                            70047                         780                           1802                          626                           5                             3213                          119872                        

                                                                                                                                                                 US House District 3
                                                            Drew Ferguson (I) (Rep)                                                                                                                               Val Almonord (Dem)                                                                                                                                    
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Locust Grove                  6978                          232                           1078                          253                           2                             1565                          344                           1962                          891                           0                             3197                          4762                          
Westside                      6971                          147                           333                           136                           1                             617                           519                           1606                          948                           3                             3076                          3693                          
Lowes                         9878                          297                           1468                          362                           1                             2128                          541                           2591                          1418                          3                             4553                          6681                          
South Hampton                 5476                          227                           1305                          221                           0                             1753                          252                           1201                          552                           0                             2005                          3758                          
Wesley Lakes                  6144                          131                           603                           197                           1                             932                           401                           2004                          837                           3                             3245                          4177                          
Unity Grove                   4850                          170                           779                           165                           1                             1115                          71                            495                           263                           0                             829                           1944                          
Oakland                       4508                          213                           949                           293                           0                             1455                          214                           1034                          537                           1                             1786                          3241                          
Grove Park                    4079                          271                           1040                          176                           0                             1487                          175                           669                           347                           0                             1191                          2678                          
Lake Haven                    4260                          291                           1054                          274                           0                             1619                          172                           886                           377                           0                             1435                          3054                          
McDonough Central             4250                          96                            773                           340                           0                             1209                          203                           1056                          476                           0                             1735                          2944                          
Totals:                       57394                         2075                          9382                          2417                          6                             13880                         2892                          13504                         6646                          10                            23052                         36932                         

                                                                                                                                                                US House District 10
                                                            Jody Hice (I) (Rep)                                                                                                                                   Tabitha Johnson-Green (Dem)                                                                                                                           
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Tussahaw                      3409                          555                           1290                          257                           0                             2102                          68                            201                           148                           0                             417                           2519                          
Sandy Ridge                   4875                          627                           1782                          273                           1                             2683                          133                           495                           261                           0                             889                           3572                          
McDonough                     2838                          92                            322                           104                           0                             518                           176                           841                           418                           0                             1435                          1953                          
McMullen                      3719                          484                           1225                          241                           0                             1950                          120                           526                           274                           0                             920                           2870                          
East Lake                     3389                          249                           1304                          329                           0                             1882                          89                            471                           239                           0                             799                           2681                          
Unity Grove                   4850                          249                           1013                          135                           0                             1397                          29                            151                           84                            0                             264                           1661                          
Shiloh                        4077                          112                           469                           127                           0                             708                           307                           1053                          500                           1                             1861                          2569                          
Lake Dow                      5049                          402                           1430                          423                           0                             2255                          166                           877                           469                           0                             1512                          3767                          
Kelleytown                    3452                          337                           1085                          229                           0                             1651                          117                           677                           295                           0                             1089                          2740                          
Mt Bethel                     3535                          643                           1074                          165                           0                             1882                          147                           385                           210                           0                             742                           2624                          
Timberridge                   2096                          248                           587                           150                           2                             987                           74                            394                           184                           0                             652                           1639                          
Totals:                       41289                         3998                          11581                         2433                          3                             18015                         1426                          6071                          3082                          1                             10580                         28595                         

                                                                                                                                                                US House District 13
                                                            Becky E. Hites (Rep)                                                                                                                                  David Scott (I) (Dem)                                                                                                                                 
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
North Hampton                 7156                          226                           1276                          290                           0                             1792                          341                           1835                          848                           1                             3025                          4817                          
Mt Carmel                     5335                          92                            482                           156                           0                             730                           305                           2035                          879                           1                             3220                          3950                          
Red Oak                       5610                          82                            325                           143                           0                             550                           348                           2227                          858                           1                             3434                          3984                          
Hickory Flat                  5122                          128                           783                           248                           0                             1159                          314                           1638                          711                           1                             2664                          3823                          
Stockbridge East-West         6541                          86                            349                           166                           1                             602                           395                           2173                          1109                          3                             3680                          4282                          
Stagecoach                    3546                          106                           624                           159                           1                             890                           205                           874                           376                           2                             1457                          2347                          
Cotton Indian                 4785                          184                           857                           223                           1                             1265                          191                           1339                          445                           3                             1978                          3243                          
Pleasant Grove                4135                          189                           1080                          271                           0                             1540                          122                           1008                          464                           4                             1598                          3138                          
Austin Road                   3374                          76                            518                           153                           0                             747                           133                           1179                          421                           2                             1735                          2482                          
Swan Lake                     3642                          190                           872                           188                           0                             1250                          164                           728                           359                           2                             1253                          2503                          
Shakerag                      4047                          49                            201                           56                            0                             306                           242                           1661                          684                           1                             2588                          2894                          
Ellenwood                     4275                          43                            296                           108                           0                             447                           180                           1737                          777                           1                             2695                          3142                          
Pates Creek                   5214                          128                           824                           379                           2                             1333                          198                           1282                          742                           2                             2224                          3557                          
Flippen                       4430                          103                           546                           249                           1                             899                           189                           1487                          774                           0                             2450                          3349                          
Stockbridge Central           4416                          71                            416                           140                           0                             627                           278                           1258                          526                           2                             2064                          2691                          
Lighthouse                    3693                          111                           572                           185                           0                             868                           187                           1131                          471                           0                             1789                          2657                          
Dutchtown                     2751                          116                           582                           207                           0                             905                           147                           583                           345                           2                             1077                          1982                          
Totals:                       78072                         1980                          10603                         3321                          6                             15910                         3939                          24175                         10789                         28                            38931                         54841                         

                                                                                 State Senate District 10
                                                            Emanuel Jones (I) (Dem)                                                                                                                               
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Mt Carmel                     5335                          340                           2172                          947                           1                             3460                          3460                          
Red Oak                       5610                          374                           2333                          918                           1                             3626                          3626                          
Hickory Flat                  5122                          371                           1908                          789                           1                             3069                          3069                          
Stockbridge East-West         6541                          437                           2297                          1150                          4                             3888                          3888                          
Stagecoach                    3546                          257                           1128                          429                           2                             1816                          1816                          
Cotton Indian                 4785                          286                           1653                          528                           3                             2470                          2470                          
Pleasant Grove                4135                          187                           1404                          543                           4                             2138                          2138                          
Austin Road                   3374                          171                           1365                          467                           2                             2005                          2005                          
Swan Lake                     3642                          241                           1073                          410                           2                             1726                          1726                          
Shakerag                      4047                          255                           1707                          688                           1                             2651                          2651                          
Ellenwood                     4275                          195                           1806                          790                           1                             2792                          2792                          
Pates Creek                   5214                          251                           1586                          869                           3                             2709                          2709                          
Flippen                       4430                          239                           1663                          860                           0                             2762                          2762                          
Stockbridge Central           4416                          314                           1390                          576                           2                             2282                          2282                          
Lighthouse                    3693                          228                           1324                          531                           0                             2083                          2083                          
Dutchtown                     2751                          191                           804                           404                           2                             1401                          1401                          
Totals:                       70916                         4337                          25613                         10899                         29                            40878                         40878                         

                                                                                                                                                            State Senate District 17
                                                            Brian Strickland (I) (Rep)                                                                                                                            Kelly Rose (Dem)                                                                                                                                      
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Locust Grove                  6978                          222                           1086                          263                           1                             1572                          354                           1983                          881                           0                             3218                          4790                          
Tussahaw                      3409                          554                           1306                          257                           0                             2117                          74                            204                           147                           0                             425                           2542                          
Sandy Ridge                   4875                          626                           1796                          291                           1                             2714                          130                           489                           252                           4                             875                           3589                          
Westside                      6971                          144                           339                           152                           0                             635                           529                           1625                          938                           4                             3096                          3731                          
Lowes                         9878                          312                           1490                          387                           1                             2190                          532                           2594                          1405                          3                             4534                          6724                          
South Hampton                 5476                          232                           1339                          238                           1                             1810                          253                           1179                          538                           0                             1970                          3780                          
North Hampton                 7156                          240                           1391                          324                           0                             1955                          332                           1732                          816                           1                             2881                          4836                          
Wesley Lakes                  6144                          138                           611                           214                           1                             964                           396                           1995                          822                           4                             3217                          4181                          
McDonough                     2838                          99                            337                           105                           0                             541                           171                           825                           418                           6                             1420                          1961                          
McMullen                      3719                          488                           1229                          235                           0                             1952                          123                           529                           275                           0                             927                           2879                          
East Lake                     3389                          248                           1333                          335                           0                             1916                          92                            454                           237                           0                             783                           2699                          
Unity Grove                   4850                          418                           1814                          304                           1                             2537                          106                           634                           348                           1                             1089                          3626                          
Shiloh                        4077                          120                           491                           137                           1                             749                           299                           1037                          488                           7                             1831                          2580                          
Oakland                       4508                          221                           968                           307                           1                             1497                          208                           1029                          525                           1                             1763                          3260                          
Lake Dow                      5049                          405                           1460                          424                           1                             2290                          170                           865                           465                           1                             1501                          3791                          
Kelleytown                    3452                          341                           1096                          235                           0                             1672                          117                           670                           289                           0                             1076                          2748                          
Mt Bethel                     3535                          645                           1090                          164                           0                             1899                          147                           379                           214                           0                             740                           2639                          
Grove Park                    4079                          267                           1039                          179                           1                             1486                          186                           692                           348                           0                             1226                          2712                          
Lake Haven                    4260                          294                           1072                          284                           0                             1650                          173                           877                           372                           0                             1422                          3072                          
McDonough Central             4250                          97                            786                           352                           0                             1235                          206                           1055                          469                           0                             1730                          2965                          
Timberridge                   2096                          247                           588                           150                           2                             987                           75                            398                           187                           0                             660                           1647                          
Totals:                       100989                        6358                          22661                         5337                          12                            34368                         4673                          21245                         10434                         32                            36384                         70752                         

                                                                                                                                                             State House District 73
                                                            Karen Mathiak (I) (Rep)                                                                                                                               William Harris (Dem)                                                                                                                                  
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
South Hampton                 5476                          224                           1297                          222                           1                             1744                          260                           1231                          547                           0                             2038                          3782                          
North Hampton                 7156                          230                           1358                          320                           0                             1908                          343                           1765                          819                           0                             2927                          4835                          
Mt Carmel                     5335                          36                            185                           61                            0                             282                           89                            699                           344                           0                             1132                          1414                          
Totals:                       17967                         490                           2840                          603                           1                             3934                          692                           3695                          1710                          0                             6097                          10031                         

                                                                                  State House District 76
                                                            Sandra Givens Scott (I) (Dem)                                                                                                                         
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Swan Lake                     3642                          150                           632                           247                           1                             1030                          1030                          
Shakerag                      4047                          255                           1715                          699                           0                             2669                          2669                          
Ellenwood                     4275                          197                           1828                          798                           1                             2824                          2824                          
Lighthouse                    3693                          228                           1324                          525                           0                             2077                          2077                          
Totals:                       15657                         830                           5499                          2269                          2                             8600                          8600                          

                                                                                  State House District 78
                                                            Demetrius Douglas (I) (Dem)                                                                                                                           
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Red Oak                       5610                          393                           2355                          919                           0                             3667                          3667                          
Stockbridge Central           4416                          318                           1418                          583                           1                             2320                          2320                          
Totals:                       10026                         711                           3773                          1502                          1                             5987                          5987                          

                                                                                  State House District 90
                                                            Pam Stephenson (I) (Dem)                                                                                                                              
County                        Registered Voters             Election Day Votes            Advanced Voting Votes         Absentee by Mail Votes        Provisional Votes             Choice Total                  Total                         
Stockbridge East-West         6541                          103                           330                           139                           1                             573                           573                           
Cotton Indian                 4785                          290                           1648                          538                           0                             2476                          2476                          
Pleasant Grove                4135                          190                           1390                          544                           3                             2127                          2127                          
Austin Road                   3374                          171                           1368                          472                           2                             2013                          2013                          
Swan Lake                     3642                          89                            431                           161                           0                             681                           681                           
Totals:                       22477                         843                           5167                          1854                          6                             7870                          7870                          
