County,Precinct,Registered Voters,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Columbia,Patriots Park,4046.0,9.0,10.0,651.0,10.0,32.0,7.0,38.0,166.0,41.0,22.0,46.0,67.0,1075.0,24.0,40.0,10.0,59.0,27.0,679.0,20.0,3033.0
Columbia,New Life Church,4438.0,13.0,20.0,518.0,16.0,39.0,14.0,44.0,275.0,91.0,18.0,99.0,119.0,764.0,44.0,36.0,9.0,70.0,30.0,911.0,12.0,3142.0
Columbia,Harlem Branch Library,2642.0,7.0,4.0,544.0,4.0,34.0,3.0,20.0,66.0,21.0,27.0,24.0,30.0,735.0,6.0,15.0,5.0,34.0,27.0,253.0,5.0,1864.0
Columbia,Harlem Senior Center,1819.0,7.0,5.0,259.0,2.0,23.0,4.0,18.0,76.0,29.0,13.0,25.0,24.0,488.0,10.0,12.0,4.0,40.0,14.0,305.0,9.0,1367.0
Columbia,Second Mt Moriah Baptist Church1027,1027.0,2.0,6.0,201.0,0.0,9.0,3.0,21.0,19.0,6.0,6.0,5.0,11.0,374.0,3.0,8.0,2.0,5.0,10.0,97.0,0.0,788.0
Columbia,Bessie Thomas Center,799.0,3.0,0.0,181.0,2.0,2.0,5.0,13.0,12.0,3.0,7.0,6.0,6.0,312.0,2.0,6.0,0.0,6.0,8.0,44.0,2.0,620.0
Columbia,Philadelphia Church,2355.0,9.0,4.0,354.0,7.0,16.0,9.0,16.0,110.0,41.0,19.0,39.0,57.0,505.0,19.0,25.0,4.0,30.0,24.0,399.0,7.0,1694.0
Columbia,Liberty Park-Grovetown,3410.0,11.0,13.0,346.0,8.0,30.0,5.0,28.0,181.0,73.0,22.0,67.0,63.0,592.0,31.0,27.0,10.0,62.0,29.0,606.0,18.0,2222.0
Columbia,Grovetown Methodist Church,2736.0,8.0,8.0,210.0,8.0,21.0,8.0,26.0,177.0,48.0,13.0,70.0,69.0,324.0,27.0,12.0,4.0,57.0,13.0,535.0,9.0,1647.0
Columbia,G A Apostolic Church,1701.0,6.0,5.0,287.0,3.0,16.0,4.0,9.0,76.0,28.0,16.0,24.0,28.0,390.0,14.0,6.0,5.0,29.0,8.0,248.0,8.0,1210.0
Columbia,Grovetown Public Safety Station 23696,23696.0,9.0,18.0,336.0,12.0,36.0,7.0,36.0,245.0,107.0,17.0,88.0,91.0,574.0,45.0,34.0,10.0,57.0,22.0,685.0,28.0,2457.0
Columbia,Grove First Baptist Church,2954.0,10.0,13.0,263.0,7.0,23.0,5.0,20.0,208.0,56.0,15.0,57.0,60.0,430.0,21.0,20.0,10.0,54.0,18.0,647.0,14.0,1951.0
Columbia,Eubank-Blanchard Center,1576.0,1.0,3.0,373.0,2.0,5.0,0.0,11.0,35.0,5.0,8.0,6.0,12.0,536.0,1.0,4.0,2.0,13.0,7.0,184.0,6.0,1214.0
Columbia,Second Mt Carmel Baptist Church731,731.0,3.0,1.0,85.0,0.0,5.0,3.0,3.0,30.0,9.0,2.0,7.0,7.0,167.0,2.0,1.0,0.0,26.0,2.0,192.0,3.0,548.0
Columbia,Damascus Baptist Church,1023.0,2.0,0.0,276.0,1.0,8.0,0.0,10.0,10.0,2.0,9.0,6.0,10.0,409.0,3.0,5.0,1.0,8.0,6.0,54.0,0.0,820.0
Columbia,Col Cty Bd of Edu,2143.0,6.0,6.0,389.0,8.0,17.0,5.0,13.0,93.0,18.0,19.0,23.0,35.0,603.0,8.0,15.0,8.0,39.0,12.0,304.0,7.0,1628.0
Columbia,Greenbrier High,3369.0,8.0,9.0,656.0,6.0,30.0,13.0,35.0,99.0,27.0,17.0,23.0,71.0,1140.0,15.0,28.0,7.0,20.0,22.0,437.0,9.0,2672.0
Columbia,Parkway Baptist Church,4596.0,15.0,22.0,858.0,16.0,29.0,8.0,38.0,167.0,60.0,33.0,49.0,101.0,1331.0,26.0,30.0,7.0,61.0,30.0,712.0,11.0,3604.0
Columbia,Riverview Church,1320.0,3.0,3.0,224.0,3.0,11.0,0.0,9.0,43.0,11.0,4.0,10.0,26.0,442.0,5.0,4.0,2.0,20.0,8.0,244.0,4.0,1076.0
Columbia,Grace Baptist Church,3558.0,13.0,10.0,534.0,7.0,25.0,7.0,23.0,148.0,44.0,20.0,43.0,66.0,928.0,16.0,28.0,5.0,54.0,24.0,692.0,18.0,2705.0
Columbia,Christ Sanctified,2521.0,1.0,6.0,475.0,2.0,21.0,6.0,18.0,72.0,21.0,21.0,23.0,34.0,719.0,11.0,14.0,3.0,37.0,18.0,338.0,6.0,1846.0
Columbia,Blanchard Park,2026.0,10.0,3.0,273.0,5.0,26.0,7.0,12.0,86.0,28.0,12.0,28.0,40.0,453.0,13.0,13.0,5.0,42.0,11.0,323.0,6.0,1396.0
Columbia,Belair Baptist Church,2440.0,7.0,8.0,420.0,7.0,20.0,4.0,18.0,87.0,33.0,18.0,16.0,48.0,606.0,11.0,24.0,7.0,51.0,13.0,387.0,7.0,1792.0
Columbia,Marvin Methodist,1937.0,2.0,5.0,303.0,6.0,15.0,4.0,13.0,82.0,23.0,16.0,35.0,36.0,474.0,10.0,11.0,4.0,38.0,16.0,270.0,7.0,1370.0
Columbia,Westside Baptist Church,1516.0,1.0,4.0,336.0,5.0,13.0,0.0,11.0,37.0,5.0,16.0,8.0,21.0,481.0,9.0,17.0,4.0,29.0,7.0,194.0,8.0,1206.0
Columbia,Trinity Baptist Church,2836.0,8.0,6.0,540.0,5.0,34.0,9.0,30.0,66.0,21.0,16.0,25.0,51.0,840.0,7.0,15.0,5.0,25.0,24.0,316.0,9.0,2052.0
Columbia,Abilene Baptist,2046.0,6.0,4.0,332.0,5.0,24.0,4.0,13.0,62.0,14.0,19.0,14.0,37.0,548.0,6.0,7.0,4.0,22.0,16.0,286.0,3.0,1426.0
Columbia,Augusta Christian,2179.0,5.0,6.0,361.0,4.0,20.0,4.0,16.0,71.0,21.0,17.0,23.0,48.0,592.0,14.0,14.0,5.0,35.0,10.0,320.0,13.0,1599.0
Columbia,Savannah Rapids Pavilion,1549.0,4.0,7.0,395.0,5.0,5.0,3.0,10.0,57.0,8.0,6.0,4.0,32.0,581.0,2.0,9.0,3.0,21.0,10.0,212.0,3.0,1377.0
Columbia,Gospel Water Branch,2096.0,10.0,8.0,361.0,4.0,20.0,3.0,20.0,84.0,19.0,11.0,22.0,52.0,634.0,10.0,6.0,2.0,28.0,7.0,349.0,9.0,1659.0
Columbia,Genesis Church,1830.0,2.0,4.0,372.0,5.0,12.0,9.0,12.0,48.0,10.0,8.0,21.0,33.0,527.0,4.0,15.0,3.0,25.0,10.0,289.0,9.0,1418.0
Columbia,Stevens Creek Church,2760.0,1.0,4.0,574.0,9.0,13.0,3.0,16.0,83.0,18.0,10.0,17.0,51.0,971.0,6.0,15.0,2.0,37.0,7.0,433.0,5.0,2275.0
Columbia,Mtz Col Fire Hdqtr,1291.0,3.0,4.0,158.0,2.0,12.0,7.0,10.0,52.0,16.0,10.0,9.0,20.0,306.0,9.0,14.0,3.0,14.0,6.0,176.0,7.0,838.0
Columbia,Lakeside Middle,1923.0,4.0,14.0,292.0,6.0,20.0,3.0,15.0,75.0,18.0,13.0,26.0,43.0,462.0,12.0,17.0,8.0,37.0,14.0,271.0,8.0,1358.0
Columbia,Martinez Baptist,1962.0,5.0,4.0,272.0,4.0,15.0,4.0,17.0,66.0,24.0,20.0,29.0,34.0,411.0,10.0,22.0,3.0,38.0,15.0,299.0,6.0,1298.0
Columbia,Gold Cross EMS,1889.0,6.0,6.0,360.0,3.0,18.0,4.0,9.0,51.0,9.0,11.0,12.0,27.0,586.0,6.0,14.0,1.0,21.0,20.0,214.0,4.0,1382.0
Columbia,Church of Our Savior,2310.0,5.0,3.0,373.0,4.0,16.0,5.0,20.0,112.0,29.0,12.0,27.0,60.0,535.0,12.0,15.0,4.0,32.0,15.0,337.0,9.0,1625.0
Columbia,West Acres Baptist,2424.0,8.0,4.0,475.0,7.0,16.0,6.0,21.0,81.0,11.0,16.0,17.0,43.0,676.0,14.0,8.0,4.0,18.0,12.0,347.0,6.0,1790.0
Columbia,Journey Comm Church,1268.0,3.0,1.0,324.0,3.0,12.0,4.0,5.0,21.0,5.0,3.0,6.0,18.0,456.0,5.0,16.0,0.0,19.0,9.0,140.0,3.0,1053.0
Columbia,Wesley Methodist,2434.0,7.0,7.0,520.0,6.0,18.0,7.0,22.0,74.0,21.0,14.0,10.0,62.0,724.0,11.0,13.0,5.0,25.0,14.0,323.0,6.0,1889.0
Columbia,Col Cty Main Library,2106.0,4.0,5.0,372.0,3.0,16.0,3.0,16.0,75.0,13.0,11.0,22.0,42.0,576.0,8.0,10.0,2.0,38.0,8.0,320.0,4.0,1548.0
Columbia,Christ Church Presbyterian,2081.0,2.0,6.0,435.0,3.0,16.0,3.0,21.0,57.0,12.0,10.0,20.0,55.0,667.0,3.0,16.0,2.0,24.0,13.0,280.0,8.0,1653.0
Columbia,Blue Ridge Elementary,2301.0,3.0,5.0,380.0,7.0,22.0,4.0,16.0,92.0,20.0,9.0,29.0,41.0,570.0,11.0,23.0,5.0,44.0,13.0,328.0,10.0,1632.0
Columbia,Christ The King Luth Church,2148.0,3.0,5.0,463.0,5.0,15.0,5.0,17.0,65.0,16.0,7.0,23.0,49.0,691.0,11.0,8.0,2.0,27.0,10.0,303.0,9.0,1734.0
Madison,Colbert,3342.0,7.0,6.0,844.0,9.0,26.0,3.0,15.0,104.0,28.0,13.0,27.0,46.0,725.0,17.0,15.0,1.0,6.0,17.0,447.0,7.0,2363.0
Madison,Collins,647.0,3.0,0.0,194.0,1.0,7.0,0.0,4.0,6.0,0.0,3.0,1.0,4.0,186.0,1.0,3.0,0.0,0.0,6.0,45.0,2.0,466.0
Madison,Comer,1441.0,4.0,2.0,350.0,0.0,13.0,3.0,7.0,37.0,15.0,9.0,18.0,21.0,290.0,4.0,6.0,3.0,0.0,11.0,266.0,7.0,1066.0
Madison,Danielsville,3003.0,3.0,8.0,961.0,4.0,25.0,9.0,19.0,48.0,6.0,20.0,7.0,32.0,684.0,9.0,9.0,5.0,4.0,25.0,235.0,2.0,2115.0
Madison,Fork,566.0,2.0,2.0,132.0,2.0,9.0,1.0,2.0,15.0,2.0,5.0,7.0,15.0,112.0,2.0,5.0,1.0,0.0,3.0,82.0,2.0,401.0
Madison,Harrison,610.0,4.0,1.0,271.0,2.0,7.0,1.0,4.0,5.0,2.0,7.0,1.0,5.0,135.0,2.0,4.0,0.0,0.0,3.0,19.0,1.0,474.0
Madison,Hull,4376.0,9.0,9.0,907.0,7.0,31.0,11.0,22.0,130.0,26.0,22.0,33.0,56.0,923.0,18.0,20.0,5.0,11.0,18.0,648.0,23.0,2929.0
Madison,Ila,1746.0,0.0,3.0,520.0,3.0,12.0,3.0,11.0,12.0,5.0,10.0,4.0,15.0,413.0,1.0,12.0,5.0,0.0,10.0,124.0,2.0,1165.0
Madison,Mill,1646.0,3.0,2.0,592.0,3.0,13.0,3.0,13.0,22.0,2.0,14.0,3.0,25.0,406.0,1.0,4.0,3.0,3.0,8.0,104.0,4.0,1228.0
Madison,Paoli,267.0,0.0,1.0,105.0,0.0,4.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,74.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,218.0
Madison,Pittman,1949.0,2.0,1.0,541.0,2.0,10.0,1.0,14.0,28.0,5.0,6.0,10.0,20.0,546.0,3.0,9.0,7.0,2.0,7.0,213.0,5.0,1432.0
Madison,Poca,1127.0,5.0,5.0,339.0,0.0,9.0,4.0,3.0,22.0,6.0,7.0,1.0,7.0,314.0,1.0,5.0,3.0,0.0,5.0,79.0,2.0,817.0
Grady,Blowing Cave,916.0,1.0,2.0,275.0,2.0,16.0,2.0,9.0,24.0,10.0,16.0,10.0,10.0,172.0,5.0,2.0,0.0,3.0,11.0,37.0,4.0,611.0
Grady,Cairo 4th District,2532.0,8.0,8.0,148.0,3.0,14.0,6.0,11.0,324.0,99.0,8.0,126.0,65.0,116.0,35.0,4.0,2.0,12.0,10.0,516.0,22.0,1537.0
Grady,Cairo 5th District,2606.0,6.0,7.0,475.0,2.0,36.0,7.0,27.0,196.0,47.0,11.0,67.0,62.0,387.0,23.0,6.0,1.0,8.0,24.0,275.0,13.0,1680.0
Grady,Duncanville,470.0,0.0,3.0,103.0,0.0,7.0,0.0,3.0,36.0,3.0,4.0,4.0,9.0,105.0,0.0,2.0,0.0,1.0,8.0,62.0,1.0,351.0
Grady,Higdon,854.0,3.0,1.0,195.0,6.0,11.0,3.0,6.0,44.0,10.0,4.0,18.0,18.0,179.0,6.0,3.0,1.0,3.0,12.0,70.0,5.0,598.0
Grady,Limesink,320.0,1.0,0.0,128.0,0.0,4.0,0.0,3.0,10.0,2.0,2.0,5.0,4.0,56.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,240.0
Grady,Midway,1412.0,4.0,3.0,367.0,2.0,29.0,6.0,21.0,43.0,13.0,11.0,13.0,22.0,302.0,5.0,6.0,2.0,0.0,15.0,98.0,6.0,968.0
Grady,Pine Park,1003.0,4.0,7.0,215.0,0.0,20.0,3.0,16.0,62.0,20.0,15.0,21.0,19.0,165.0,3.0,6.0,2.0,1.0,13.0,67.0,3.0,662.0
Grady,Ragan,475.0,3.0,3.0,119.0,0.0,6.0,0.0,6.0,21.0,2.0,8.0,10.0,9.0,114.0,3.0,1.0,0.0,1.0,3.0,43.0,4.0,356.0
Grady,Spence,758.0,2.0,3.0,229.0,1.0,13.0,1.0,8.0,15.0,1.0,9.0,5.0,12.0,187.0,1.0,1.0,2.0,0.0,7.0,22.0,1.0,520.0
Grady,Spring Hill,561.0,1.0,1.0,188.0,1.0,10.0,2.0,4.0,7.0,0.0,7.0,4.0,3.0,149.0,4.0,2.0,1.0,0.0,6.0,26.0,2.0,418.0
Grady,Whigham,1226.0,2.0,2.0,328.0,2.0,23.0,2.0,10.0,50.0,12.0,9.0,18.0,25.0,231.0,7.0,3.0,2.0,6.0,8.0,61.0,2.0,803.0
Grady,Woodland,2309.0,12.0,2.0,705.0,3.0,38.0,3.0,21.0,58.0,22.0,26.0,15.0,36.0,556.0,11.0,8.0,3.0,4.0,27.0,106.0,6.0,1662.0
Appling,1B,1309.0,1.0,3.0,289.0,3.0,15.0,2.0,8.0,16.0,2.0,15.0,7.0,6.0,271.0,1.0,3.0,0.0,1.0,255.0,72.0,5.0,975.0
Appling,1C,848.0,0.0,2.0,216.0,1.0,12.0,1.0,3.0,6.0,4.0,6.0,1.0,2.0,141.0,0.0,1.0,0.0,0.0,200.0,27.0,1.0,624.0
Appling,2,2251.0,6.0,2.0,171.0,7.0,13.0,4.0,10.0,172.0,48.0,7.0,22.0,43.0,145.0,16.0,3.0,0.0,3.0,175.0,559.0,9.0,1415.0
Appling,3A1,793.0,0.0,1.0,239.0,0.0,8.0,0.0,3.0,2.0,0.0,7.0,1.0,0.0,179.0,0.0,2.0,0.0,0.0,142.0,12.0,1.0,597.0
Appling,3C,1566.0,2.0,3.0,324.0,2.0,10.0,3.0,6.0,50.0,15.0,2.0,11.0,18.0,191.0,7.0,4.0,2.0,2.0,298.0,156.0,3.0,1109.0
Appling,4B,866.0,1.0,1.0,206.0,0.0,5.0,1.0,8.0,2.0,1.0,9.0,0.0,3.0,241.0,2.0,0.0,0.0,0.0,172.0,12.0,0.0,664.0
Appling,4D,1493.0,3.0,4.0,395.0,0.0,6.0,0.0,4.0,20.0,4.0,6.0,3.0,2.0,261.0,4.0,2.0,1.0,4.0,359.0,72.0,1.0,1151.0
Appling,5A,1147.0,5.0,2.0,256.0,2.0,11.0,3.0,5.0,14.0,9.0,6.0,4.0,7.0,170.0,3.0,6.0,2.0,0.0,229.0,65.0,1.0,800.0
Appling,5B,1126.0,1.0,3.0,259.0,2.0,9.0,1.0,4.0,24.0,5.0,6.0,5.0,4.0,208.0,8.0,2.0,2.0,1.0,200.0,76.0,4.0,824.0
Wilkinson,Bloodworth,434.0,2.0,1.0,133.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,1.0,1.0,164.0,0.0,0.0,0.0,0.0,4.0,29.0,0.0,347.0
Wilkinson,Griffin,184.0,0.0,0.0,56.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,60.0,1.0,1.0,0.0,0.0,1.0,29.0,0.0,155.0
Wilkinson,High Hill,173.0,0.0,0.0,35.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,71.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,137.0
Wilkinson,Irwinton,875.0,2.0,0.0,116.0,1.0,7.0,3.0,0.0,38.0,18.0,1.0,11.0,7.0,164.0,5.0,3.0,0.0,0.0,4.0,262.0,6.0,648.0
Wilkinson,Ivey,960.0,5.0,2.0,226.0,2.0,11.0,2.0,4.0,5.0,0.0,12.0,2.0,8.0,267.0,2.0,3.0,1.0,0.0,6.0,80.0,0.0,638.0
Wilkinson,Lord,735.0,1.0,1.0,128.0,1.0,9.0,1.0,3.0,27.0,10.0,0.0,4.0,7.0,167.0,4.0,2.0,0.0,1.0,4.0,172.0,2.0,544.0
Wilkinson,Midway,938.0,2.0,4.0,47.0,3.0,4.0,3.0,4.0,70.0,17.0,2.0,16.0,10.0,66.0,9.0,0.0,1.0,0.0,0.0,380.0,9.0,647.0
Wilkinson,Ramah,1709.0,3.0,5.0,226.0,1.0,9.0,1.0,4.0,72.0,38.0,7.0,14.0,22.0,309.0,12.0,4.0,0.0,2.0,7.0,486.0,9.0,1231.0
Wilkinson,Turkey Creek,462.0,1.0,1.0,90.0,1.0,6.0,1.0,0.0,11.0,0.0,1.0,2.0,2.0,139.0,2.0,1.0,0.0,0.0,2.0,81.0,1.0,342.0
Crisp,Arabi,785.0,2.0,2.0,195.0,0.0,6.0,1.0,3.0,26.0,4.0,4.0,6.0,10.0,238.0,2.0,1.0,0.0,1.0,4.0,56.0,2.0,563.0
Crisp,Coney,859.0,0.0,0.0,292.0,0.0,12.0,0.0,2.0,6.0,4.0,3.0,3.0,10.0,304.0,1.0,1.0,1.0,1.0,8.0,62.0,0.0,710.0
Crisp,Cordele,8897.0,28.0,13.0,1165.0,10.0,50.0,8.0,43.0,521.0,106.0,28.0,138.0,102.0,1114.0,68.0,20.0,9.0,19.0,52.0,1536.0,46.0,5076.0
Crisp,Jamestown,1196.0,2.0,1.0,409.0,1.0,10.0,1.0,5.0,14.0,3.0,6.0,2.0,5.0,393.0,2.0,2.0,0.0,1.0,8.0,69.0,0.0,934.0
Crisp,Listonia,817.0,2.0,1.0,255.0,0.0,11.0,3.0,3.0,2.0,1.0,4.0,0.0,5.0,281.0,0.0,3.0,0.0,0.0,16.0,15.0,0.0,602.0
Lanier,Lakeland,5462.0,17.0,22.0,944.0,9.0,92.0,14.0,52.0,244.0,44.0,51.0,107.0,101.0,1191.0,21.0,29.0,10.0,18.0,79.0,365.0,18.0,3428.0
Whitfield,1A,2533.0,9.0,7.0,238.0,4.0,15.0,9.0,22.0,181.0,32.0,16.0,46.0,72.0,329.0,19.0,11.0,5.0,10.0,19.0,248.0,21.0,1313.0
Whitfield,2A,3090.0,11.0,11.0,542.0,11.0,32.0,15.0,33.0,113.0,24.0,20.0,31.0,97.0,787.0,17.0,23.0,3.0,12.0,28.0,285.0,12.0,2107.0
Whitfield,3A,2221.0,9.0,6.0,389.0,9.0,22.0,4.0,26.0,90.0,20.0,12.0,28.0,73.0,517.0,17.0,17.0,5.0,7.0,11.0,256.0,7.0,1525.0
Whitfield,4A,2586.0,15.0,14.0,455.0,6.0,31.0,9.0,16.0,138.0,30.0,10.0,34.0,91.0,645.0,22.0,14.0,9.0,9.0,13.0,285.0,12.0,1858.0
Whitfield,5A,2238.0,4.0,9.0,108.0,9.0,19.0,6.0,12.0,227.0,50.0,22.0,69.0,71.0,144.0,24.0,16.0,13.0,9.0,10.0,251.0,12.0,1085.0
Whitfield,6A,1690.0,7.0,5.0,89.0,8.0,16.0,6.0,17.0,145.0,31.0,12.0,58.0,54.0,102.0,20.0,16.0,2.0,9.0,5.0,192.0,12.0,806.0
Whitfield,AN,2474.0,9.0,8.0,233.0,5.0,23.0,10.0,33.0,175.0,48.0,28.0,47.0,72.0,309.0,22.0,10.0,6.0,11.0,19.0,198.0,14.0,1280.0
Whitfield,CA,1953.0,3.0,2.0,343.0,2.0,28.0,9.0,26.0,62.0,17.0,31.0,11.0,32.0,482.0,8.0,6.0,4.0,2.0,21.0,92.0,5.0,1186.0
Whitfield,CO,1431.0,5.0,1.0,295.0,4.0,37.0,6.0,24.0,31.0,7.0,25.0,8.0,32.0,422.0,9.0,6.0,0.0,6.0,16.0,64.0,8.0,1006.0
Whitfield,DG,3295.0,11.0,14.0,583.0,14.0,54.0,11.0,35.0,159.0,41.0,30.0,46.0,90.0,780.0,24.0,26.0,6.0,13.0,32.0,232.0,20.0,2221.0
Whitfield,ES,1702.0,9.0,8.0,218.0,4.0,20.0,2.0,20.0,85.0,27.0,21.0,30.0,30.0,298.0,7.0,7.0,8.0,2.0,13.0,117.0,11.0,937.0
Whitfield,FI,2146.0,7.0,4.0,300.0,5.0,29.0,7.0,29.0,94.0,23.0,22.0,19.0,42.0,524.0,17.0,18.0,5.0,2.0,24.0,153.0,13.0,1337.0
Whitfield,GL,2510.0,12.0,10.0,385.0,11.0,38.0,11.0,32.0,165.0,39.0,25.0,45.0,73.0,459.0,20.0,8.0,7.0,11.0,28.0,167.0,24.0,1570.0
Whitfield,LT,1148.0,4.0,4.0,255.0,3.0,15.0,2.0,13.0,19.0,3.0,12.0,2.0,16.0,433.0,5.0,4.0,0.0,1.0,8.0,49.0,1.0,849.0
Whitfield,MC,1659.0,7.0,5.0,392.0,5.0,30.0,7.0,26.0,29.0,12.0,14.0,5.0,26.0,530.0,5.0,13.0,2.0,2.0,21.0,66.0,2.0,1199.0
Whitfield,NI,2456.0,4.0,9.0,534.0,7.0,45.0,8.0,36.0,67.0,9.0,27.0,15.0,32.0,714.0,13.0,10.0,4.0,6.0,28.0,90.0,10.0,1668.0
Whitfield,PG,4721.0,17.0,13.0,926.0,12.0,67.0,18.0,67.0,209.0,53.0,45.0,40.0,113.0,1154.0,29.0,31.0,6.0,16.0,41.0,333.0,30.0,3220.0
Whitfield,TH,3836.0,11.0,12.0,768.0,8.0,68.0,15.0,44.0,118.0,21.0,50.0,31.0,86.0,1010.0,20.0,25.0,5.0,19.0,58.0,185.0,6.0,2560.0
Whitfield,TI,775.0,1.0,3.0,152.0,0.0,17.0,2.0,6.0,16.0,2.0,17.0,5.0,12.0,209.0,9.0,6.0,2.0,1.0,5.0,33.0,4.0,502.0
Whitfield,TR,1335.0,3.0,2.0,367.0,3.0,21.0,1.0,18.0,35.0,11.0,20.0,5.0,16.0,445.0,2.0,7.0,1.0,1.0,14.0,49.0,3.0,1024.0
Whitfield,UT,1053.0,4.0,3.0,271.0,5.0,24.0,2.0,14.0,17.0,5.0,12.0,5.0,11.0,311.0,2.0,8.0,2.0,3.0,18.0,49.0,2.0,768.0
Whitfield,VA,5250.0,11.0,15.0,1068.0,14.0,74.0,14.0,74.0,187.0,31.0,57.0,58.0,116.0,1525.0,32.0,30.0,6.0,13.0,45.0,293.0,21.0,3684.0
Whitfield,WS,2647.0,8.0,11.0,544.0,11.0,41.0,10.0,34.0,67.0,16.0,27.0,23.0,57.0,776.0,13.0,16.0,3.0,13.0,23.0,189.0,6.0,1888.0
Bryan,Pembroke,2653.0,8.0,5.0,348.0,5.0,36.0,0.0,28.0,78.0,29.0,25.0,61.0,29.0,616.0,13.0,11.0,1.0,5.0,23.0,323.0,4.0,1648.0
Bryan,Danielsiding,2291.0,9.0,15.0,408.0,0.0,25.0,5.0,17.0,49.0,10.0,18.0,22.0,31.0,701.0,8.0,18.0,5.0,1.0,20.0,285.0,6.0,1653.0
Bryan,Ellabell,2341.0,8.0,4.0,472.0,0.0,25.0,7.0,16.0,40.0,14.0,31.0,24.0,24.0,675.0,5.0,15.0,5.0,4.0,27.0,180.0,5.0,1581.0
Bryan,Black Creek,2995.0,8.0,8.0,480.0,5.0,37.0,4.0,22.0,61.0,15.0,38.0,37.0,20.0,772.0,7.0,19.0,3.0,4.0,25.0,244.0,6.0,1815.0
Bryan,Ways Station,1974.0,2.0,4.0,221.0,2.0,19.0,7.0,25.0,98.0,16.0,21.0,22.0,41.0,391.0,10.0,16.0,2.0,4.0,11.0,325.0,4.0,1241.0
Bryan,RH Rec Complex,3264.0,13.0,21.0,352.0,10.0,30.0,3.0,36.0,159.0,53.0,26.0,58.0,71.0,625.0,23.0,27.0,13.0,8.0,31.0,455.0,11.0,2025.0
Bryan,JF Gregory Park,2885.0,9.0,10.0,560.0,4.0,25.0,8.0,19.0,67.0,12.0,21.0,20.0,50.0,999.0,6.0,18.0,3.0,4.0,25.0,360.0,6.0,2226.0
Bryan,Keller,4270.0,11.0,15.0,741.0,12.0,50.0,15.0,49.0,117.0,30.0,36.0,38.0,87.0,1299.0,18.0,38.0,9.0,9.0,31.0,598.0,11.0,3214.0
Bryan,Hwy 144 East,5365.0,15.0,16.0,874.0,18.0,57.0,11.0,63.0,190.0,55.0,48.0,58.0,131.0,1387.0,26.0,49.0,13.0,13.0,51.0,810.0,8.0,3893.0
Bryan,Public Safety Complex,2570.0,8.0,7.0,319.0,12.0,34.0,4.0,24.0,113.0,34.0,27.0,37.0,44.0,485.0,13.0,22.0,6.0,5.0,24.0,361.0,9.0,1588.0
Troup,Hollis Hand,3554.0,6.0,6.0,926.0,7.0,19.0,6.0,19.0,70.0,14.0,16.0,33.0,53.0,1010.0,9.0,19.0,9.0,5.0,14.0,464.0,5.0,2710.0
Troup,Administration Bldg,3907.0,16.0,13.0,268.0,5.0,27.0,7.0,16.0,223.0,62.0,18.0,85.0,73.0,274.0,23.0,8.0,7.0,6.0,14.0,882.0,19.0,2046.0
Troup,Hammett Rd,4354.0,12.0,10.0,392.0,5.0,22.0,5.0,20.0,280.0,77.0,19.0,91.0,82.0,519.0,21.0,14.0,5.0,6.0,23.0,1102.0,25.0,2730.0
Troup,Griggs Center,2457.0,7.0,3.0,32.0,2.0,6.0,3.0,9.0,209.0,37.0,1.0,66.0,29.0,47.0,18.0,1.0,2.0,6.0,2.0,733.0,12.0,1225.0
Troup,West Point,2054.0,2.0,9.0,195.0,1.0,12.0,3.0,11.0,151.0,47.0,12.0,48.0,36.0,200.0,16.0,6.0,3.0,5.0,6.0,493.0,5.0,1261.0
Troup,Hogansville,3806.0,3.0,7.0,672.0,7.0,38.0,8.0,40.0,136.0,22.0,21.0,35.0,46.0,946.0,11.0,24.0,5.0,8.0,33.0,571.0,13.0,2646.0
Troup,East Vernon,3117.0,3.0,4.0,780.0,7.0,38.0,6.0,34.0,53.0,12.0,30.0,15.0,26.0,1023.0,11.0,11.0,3.0,7.0,21.0,308.0,7.0,2399.0
