County,Precinct,Registered Voters,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Troup,Rosemont,3893.0,5.0,12.0,1054.0,7.0,56.0,3.0,35.0,66.0,11.0,40.0,30.0,46.0,1244.0,7.0,22.0,6.0,7.0,28.0,370.0,7.0,3056.0
Troup,McClendon,3533.0,7.0,7.0,821.0,10.0,39.0,4.0,37.0,72.0,22.0,31.0,28.0,47.0,1132.0,12.0,12.0,2.0,4.0,34.0,411.0,8.0,2740.0
Troup,Long Cane,3249.0,5.0,13.0,746.0,2.0,40.0,4.0,28.0,70.0,19.0,23.0,30.0,40.0,870.0,10.0,16.0,4.0,4.0,25.0,418.0,14.0,2381.0
Troup,Gardner Newman,2876.0,4.0,12.0,472.0,4.0,32.0,5.0,24.0,171.0,35.0,13.0,42.0,52.0,608.0,18.0,9.0,2.0,5.0,19.0,539.0,8.0,2074.0
Troup,Gray Hill,1878.0,3.0,3.0,409.0,1.0,20.0,5.0,26.0,58.0,16.0,16.0,16.0,16.0,491.0,4.0,6.0,3.0,2.0,11.0,237.0,5.0,1348.0
Troup,Highland,1686.0,5.0,2.0,202.0,1.0,17.0,0.0,12.0,85.0,23.0,14.0,31.0,21.0,244.0,8.0,2.0,2.0,2.0,10.0,415.0,8.0,1104.0
Troup,Northside,2600.0,0.0,5.0,414.0,7.0,10.0,4.0,21.0,105.0,30.0,5.0,31.0,49.0,555.0,15.0,6.0,3.0,5.0,16.0,529.0,8.0,1818.0
Liberty,Riceboro Youth Center,1083.0,2.0,3.0,54.0,0.0,0.0,0.0,4.0,67.0,28.0,3.0,24.0,20.0,76.0,8.0,2.0,1.0,5.0,7.0,465.0,7.0,776.0
Liberty,Lyman Hall School,4542.0,10.0,13.0,191.0,10.0,26.0,11.0,32.0,307.0,125.0,23.0,107.0,107.0,269.0,43.0,26.0,13.0,17.0,21.0,1054.0,14.0,2419.0
Liberty,Lewis Frasier School,4317.0,5.0,10.0,412.0,9.0,35.0,12.0,35.0,328.0,88.0,23.0,106.0,97.0,473.0,41.0,24.0,14.0,16.0,24.0,1066.0,23.0,2841.0
Liberty,Memorial Dr East,1976.0,7.0,7.0,93.0,2.0,10.0,5.0,10.0,146.0,50.0,7.0,56.0,34.0,89.0,23.0,6.0,5.0,10.0,4.0,469.0,6.0,1039.0
Liberty,Button Gwinnett,2304.0,1.0,4.0,74.0,4.0,13.0,3.0,12.0,66.0,33.0,7.0,38.0,19.0,83.0,18.0,17.0,3.0,3.0,8.0,121.0,8.0,535.0
Liberty,Town of Allenhurst,2398.0,10.0,5.0,156.0,8.0,16.0,7.0,19.0,207.0,73.0,8.0,72.0,50.0,171.0,31.0,12.0,9.0,7.0,18.0,710.0,12.0,1601.0
Liberty,Hinesville,1984.0,7.0,7.0,199.0,9.0,17.0,5.0,15.0,119.0,36.0,14.0,42.0,43.0,241.0,16.0,7.0,6.0,10.0,18.0,327.0,6.0,1144.0
Liberty,Liberty County Complex,4379.0,9.0,7.0,490.0,12.0,25.0,10.0,32.0,260.0,66.0,37.0,49.0,85.0,722.0,22.0,16.0,5.0,11.0,36.0,1077.0,16.0,2987.0
Liberty,Walthourville,3016.0,11.0,8.0,149.0,8.0,19.0,3.0,13.0,260.0,91.0,4.0,71.0,67.0,204.0,33.0,14.0,8.0,12.0,14.0,746.0,16.0,1751.0
Liberty,Fleming West,505.0,3.0,1.0,40.0,0.0,4.0,1.0,2.0,40.0,10.0,3.0,13.0,15.0,36.0,1.0,1.0,0.0,2.0,4.0,170.0,1.0,347.0
Liberty,Fleming East,3239.0,4.0,9.0,558.0,7.0,42.0,11.0,26.0,74.0,30.0,30.0,26.0,41.0,806.0,15.0,17.0,7.0,4.0,24.0,411.0,7.0,2149.0
Liberty,Gum Branch,3193.0,7.0,7.0,345.0,6.0,38.0,15.0,23.0,197.0,61.0,17.0,54.0,50.0,396.0,24.0,11.0,6.0,9.0,27.0,455.0,15.0,1763.0
Liberty,Hinesville Lodge 271,2646.0,14.0,7.0,176.0,3.0,14.0,11.0,23.0,222.0,74.0,16.0,52.0,42.0,189.0,32.0,10.0,6.0,8.0,5.0,642.0,15.0,1561.0
Miller,Colquitt-Miller,3912.0,20.0,19.0,883.0,6.0,61.0,7.0,37.0,179.0,40.0,41.0,41.0,64.0,881.0,16.0,12.0,4.0,11.0,37.0,271.0,13.0,2643.0
Ben Hill,East,3956.0,8.0,14.0,527.0,11.0,37.0,8.0,31.0,221.0,64.0,29.0,99.0,63.0,547.0,27.0,6.0,6.0,9.0,35.0,629.0,28.0,2399.0
Ben Hill,West,5898.0,19.0,15.0,1353.0,7.0,58.0,16.0,45.0,215.0,57.0,42.0,72.0,83.0,1233.0,24.0,17.0,5.0,9.0,71.0,679.0,25.0,4045.0
Walton,Bold Springs,4653.0,10.0,6.0,989.0,2.0,31.0,6.0,31.0,105.0,24.0,30.0,27.0,47.0,1820.0,9.0,28.0,5.0,6.0,31.0,468.0,9.0,3684.0
Walton,Whatley,1254.0,2.0,1.0,301.0,2.0,5.0,0.0,7.0,8.0,4.0,12.0,2.0,12.0,535.0,4.0,6.0,0.0,0.0,7.0,89.0,3.0,1000.0
Walton,Walker Park,3858.0,4.0,10.0,808.0,4.0,39.0,7.0,30.0,62.0,13.0,28.0,20.0,33.0,1387.0,11.0,22.0,2.0,2.0,22.0,332.0,6.0,2842.0
Walton,Gratis,1243.0,0.0,1.0,314.0,1.0,7.0,2.0,4.0,16.0,1.0,2.0,3.0,3.0,542.0,2.0,4.0,1.0,5.0,13.0,102.0,0.0,1023.0
Walton,Between,4925.0,0.0,12.0,957.0,7.0,56.0,7.0,29.0,96.0,26.0,15.0,28.0,39.0,1766.0,10.0,27.0,8.0,8.0,40.0,473.0,7.0,3611.0
Walton,Walnut Grove,2661.0,2.0,7.0,529.0,5.0,32.0,4.0,22.0,27.0,5.0,15.0,15.0,22.0,975.0,7.0,14.0,1.0,2.0,20.0,216.0,2.0,1922.0
Walton,Loganville North,5225.0,10.0,8.0,819.0,10.0,62.0,10.0,32.0,142.0,45.0,30.0,46.0,52.0,1513.0,18.0,43.0,7.0,3.0,36.0,655.0,17.0,3558.0
Walton,Social Circle,4604.0,5.0,9.0,761.0,6.0,33.0,8.0,31.0,116.0,24.0,27.0,27.0,25.0,1423.0,16.0,27.0,5.0,4.0,32.0,691.0,13.0,3283.0
Walton,South Monroe,3910.0,8.0,11.0,619.0,2.0,32.0,7.0,21.0,103.0,28.0,13.0,38.0,31.0,1024.0,12.0,18.0,12.0,6.0,21.0,517.0,11.0,2534.0
Walton,North Monroe,4818.0,6.0,9.0,421.0,6.0,22.0,7.0,26.0,219.0,74.0,28.0,52.0,60.0,756.0,24.0,22.0,5.0,2.0,14.0,1029.0,19.0,2801.0
Walton,Loganville South,3768.0,9.0,11.0,616.0,13.0,33.0,10.0,23.0,127.0,37.0,31.0,44.0,41.0,1022.0,8.0,20.0,10.0,3.0,27.0,513.0,16.0,2614.0
Walton,West Walton,4219.0,9.0,12.0,826.0,7.0,46.0,9.0,29.0,85.0,25.0,41.0,29.0,58.0,1561.0,13.0,24.0,6.0,3.0,23.0,449.0,12.0,3267.0
Walton,Broken Arrow,4380.0,5.0,8.0,773.0,7.0,52.0,6.0,38.0,101.0,24.0,26.0,23.0,40.0,1632.0,11.0,35.0,5.0,5.0,35.0,377.0,12.0,3215.0
Walton,Bay Creek,3401.0,8.0,9.0,652.0,4.0,30.0,12.0,25.0,61.0,11.0,21.0,19.0,32.0,1283.0,12.0,23.0,3.0,4.0,24.0,323.0,9.0,2565.0
Walton,E Monroe,4119.0,6.0,11.0,448.0,6.0,24.0,3.0,16.0,125.0,56.0,20.0,51.0,48.0,820.0,8.0,25.0,3.0,5.0,12.0,587.0,19.0,2293.0
Walton,W Monroe,2027.0,2.0,2.0,395.0,1.0,16.0,3.0,13.0,29.0,7.0,16.0,9.0,13.0,821.0,13.0,11.0,0.0,0.0,11.0,219.0,6.0,1587.0
Walton,Tara,4050.0,6.0,8.0,519.0,2.0,32.0,5.0,23.0,224.0,59.0,19.0,78.0,64.0,982.0,30.0,28.0,3.0,4.0,19.0,870.0,19.0,2994.0
Walton,Mountain,1657.0,2.0,1.0,352.0,2.0,15.0,0.0,19.0,20.0,5.0,12.0,2.0,12.0,593.0,4.0,9.0,0.0,2.0,15.0,133.0,1.0,1199.0
Walton,Jersey,1970.0,0.0,8.0,451.0,1.0,17.0,6.0,10.0,14.0,10.0,18.0,4.0,13.0,884.0,1.0,10.0,2.0,1.0,7.0,117.0,4.0,1578.0
Walton,Blasingame,1115.0,0.0,1.0,277.0,1.0,7.0,0.0,7.0,5.0,4.0,4.0,5.0,8.0,487.0,0.0,7.0,2.0,1.0,6.0,89.0,1.0,912.0
Walton,Good Hope,2149.0,2.0,3.0,488.0,3.0,24.0,2.0,7.0,26.0,9.0,18.0,7.0,13.0,852.0,5.0,11.0,2.0,1.0,10.0,168.0,3.0,1654.0
Calhoun,Leary,721.0,5.0,3.0,78.0,2.0,6.0,2.0,1.0,26.0,9.0,4.0,12.0,12.0,133.0,3.0,2.0,1.0,0.0,1.0,204.0,12.0,516.0
Calhoun,Morgan,662.0,1.0,2.0,140.0,1.0,5.0,0.0,0.0,16.0,6.0,3.0,4.0,8.0,191.0,1.0,1.0,0.0,2.0,2.0,100.0,2.0,485.0
Calhoun,Edison,523.0,1.0,0.0,23.0,1.0,5.0,1.0,2.0,45.0,6.0,0.0,10.0,13.0,37.0,6.0,0.0,0.0,1.0,2.0,145.0,2.0,300.0
Calhoun,Edison-Arlington,594.0,1.0,0.0,66.0,1.0,2.0,2.0,1.0,37.0,8.0,1.0,6.0,5.0,91.0,7.0,0.0,1.0,1.0,1.0,158.0,4.0,393.0
Calhoun,Arlington,684.0,1.0,2.0,52.0,1.0,3.0,1.0,3.0,55.0,13.0,1.0,23.0,19.0,58.0,11.0,1.0,1.0,1.0,0.0,212.0,4.0,462.0
Dodge,Chauncey,412.0,0.0,0.0,98.0,0.0,6.0,0.0,5.0,8.0,4.0,3.0,4.0,1.0,121.0,0.0,1.0,0.0,0.0,7.0,41.0,1.0,300.0
Dodge,Clark,111.0,1.0,0.0,34.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,73.0
Dodge,Eddin,1037.0,1.0,1.0,220.0,4.0,17.0,2.0,10.0,25.0,6.0,7.0,7.0,9.0,265.0,6.0,1.0,0.0,1.0,7.0,175.0,3.0,767.0
Dodge,Empire,456.0,0.0,0.0,108.0,0.0,4.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,160.0,0.0,2.0,2.0,0.0,6.0,21.0,1.0,318.0
Dodge,Jaybird,212.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,7.0,0.0,6.0,2.0,1.0,47.0,0.0,0.0,0.0,0.0,2.0,36.0,1.0,149.0
Dodge,Jones,436.0,0.0,1.0,124.0,1.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,3.0,130.0,1.0,2.0,0.0,0.0,5.0,31.0,3.0,318.0
Dodge,Lee,4816.0,16.0,12.0,846.0,5.0,43.0,8.0,34.0,199.0,34.0,26.0,60.0,44.0,951.0,24.0,13.0,5.0,9.0,24.0,729.0,15.0,3097.0
Dodge,McCranie,293.0,1.0,0.0,82.0,0.0,2.0,1.0,0.0,7.0,2.0,3.0,0.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,225.0
Dodge,Milan,332.0,0.0,0.0,102.0,1.0,2.0,1.0,1.0,7.0,1.0,3.0,2.0,0.0,71.0,0.0,0.0,0.0,1.0,4.0,30.0,1.0,227.0
Dodge,Mitchell,333.0,3.0,0.0,86.0,1.0,1.0,0.0,4.0,6.0,2.0,1.0,2.0,1.0,114.0,0.0,1.0,0.0,0.0,2.0,42.0,1.0,267.0
Dodge,Mullis,505.0,0.0,1.0,127.0,0.0,3.0,1.0,2.0,4.0,4.0,1.0,0.0,1.0,139.0,2.0,4.0,0.0,0.0,4.0,60.0,0.0,353.0
Dodge,Plainfield,454.0,2.0,0.0,134.0,0.0,6.0,0.0,4.0,3.0,0.0,7.0,2.0,1.0,134.0,2.0,2.0,0.0,0.0,6.0,31.0,1.0,335.0
Dodge,Pondtown,689.0,2.0,0.0,137.0,2.0,8.0,0.0,1.0,15.0,4.0,7.0,2.0,2.0,234.0,2.0,2.0,0.0,1.0,5.0,79.0,1.0,504.0
Dodge,Rawlins,923.0,5.0,0.0,196.0,4.0,7.0,1.0,6.0,27.0,5.0,6.0,4.0,5.0,250.0,3.0,2.0,1.0,2.0,9.0,101.0,1.0,635.0
Dodge,Vilula,170.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,142.0
Dodge,Yonker,260.0,2.0,2.0,58.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,88.0,2.0,1.0,0.0,0.0,1.0,17.0,0.0,180.0
Candler,Jack Strickland Comm Center,6300.0,11.0,16.0,1251.0,9.0,70.0,14.0,38.0,197.0,57.0,56.0,49.0,87.0,1556.0,26.0,22.0,3.0,12.0,60.0,778.0,11.0,4323.0
Screven,Sylvania,0.0,1.0,2.0,170.0,2.0,14.0,3.0,10.0,65.0,12.0,5.0,15.0,23.0,215.0,6.0,2.0,2.0,1.0,10.0,236.0,2.0,796.0
Screven,Hunters,0.0,1.0,0.0,67.0,0.0,6.0,1.0,3.0,24.0,6.0,4.0,2.0,5.0,142.0,0.0,1.0,1.0,1.0,4.0,80.0,0.0,348.0
Screven,Newington,0.0,1.0,4.0,193.0,1.0,10.0,2.0,8.0,36.0,8.0,9.0,17.0,6.0,262.0,3.0,1.0,1.0,0.0,8.0,176.0,1.0,747.0
Screven,Jenk Hill Fire Sta,0.0,3.0,3.0,151.0,1.0,5.0,1.0,2.0,53.0,17.0,8.0,15.0,6.0,203.0,6.0,3.0,0.0,6.0,5.0,284.0,5.0,777.0
Screven,Rocky Ford,0.0,0.0,2.0,105.0,0.0,7.0,0.0,0.0,13.0,6.0,4.0,2.0,5.0,162.0,0.0,1.0,0.0,0.0,2.0,58.0,1.0,368.0
Screven,Bay Branch,0.0,1.0,0.0,204.0,1.0,6.0,1.0,8.0,7.0,4.0,11.0,4.0,15.0,346.0,2.0,9.0,1.0,2.0,10.0,61.0,1.0,694.0
Screven,Hiltonia,0.0,2.0,2.0,141.0,0.0,8.0,2.0,4.0,42.0,18.0,5.0,13.0,20.0,159.0,5.0,3.0,1.0,4.0,4.0,173.0,2.0,608.0
Screven,Screven Rec Dept,0.0,0.0,0.0,50.0,0.0,6.0,2.0,0.0,29.0,4.0,1.0,12.0,7.0,67.0,0.0,2.0,0.0,1.0,1.0,94.0,1.0,277.0
Screven,Greenhill Church,0.0,1.0,0.0,184.0,1.0,13.0,0.0,3.0,23.0,5.0,7.0,6.0,7.0,251.0,2.0,3.0,1.0,1.0,6.0,85.0,5.0,604.0
Screven,Sr Citizens Center,0.0,2.0,4.0,96.0,3.0,8.0,2.0,4.0,98.0,29.0,8.0,40.0,26.0,138.0,10.0,1.0,0.0,5.0,1.0,289.0,6.0,770.0
Screven,Jackson Fire Station,0.0,1.0,0.0,89.0,1.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,5.0,105.0,0.0,1.0,0.0,0.0,2.0,65.0,0.0,285.0
Screven,Cooperville Fire Station,0.0,0.0,1.0,25.0,0.0,0.0,0.0,1.0,30.0,3.0,2.0,2.0,3.0,28.0,1.0,0.0,0.0,0.0,2.0,84.0,1.0,183.0
Clarke,1A,3017.0,4.0,8.0,305.0,19.0,17.0,6.0,9.0,134.0,26.0,9.0,42.0,53.0,354.0,17.0,22.0,5.0,9.0,7.0,854.0,24.0,1924.0
Clarke,1B,3645.0,3.0,8.0,306.0,9.0,14.0,5.0,16.0,200.0,46.0,4.0,64.0,73.0,460.0,22.0,25.0,5.0,7.0,2.0,1198.0,26.0,2493.0
Clarke,1C,2242.0,3.0,9.0,215.0,14.0,14.0,2.0,11.0,125.0,26.0,8.0,51.0,73.0,323.0,17.0,14.0,4.0,11.0,4.0,874.0,27.0,1825.0
Clarke,1D,2830.0,3.0,6.0,327.0,12.0,10.0,6.0,6.0,123.0,20.0,12.0,39.0,56.0,476.0,11.0,14.0,2.0,8.0,9.0,1104.0,36.0,2280.0
Clarke,2A,4341.0,5.0,8.0,197.0,5.0,15.0,7.0,13.0,301.0,65.0,11.0,86.0,64.0,204.0,29.0,15.0,12.0,12.0,11.0,1225.0,35.0,2320.0
Clarke,2B,5136.0,9.0,13.0,105.0,24.0,18.0,6.0,15.0,341.0,92.0,7.0,138.0,93.0,166.0,39.0,13.0,11.0,20.0,14.0,1458.0,56.0,2638.0
Clarke,3A,2938.0,6.0,9.0,65.0,14.0,8.0,4.0,9.0,195.0,59.0,3.0,64.0,38.0,90.0,19.0,15.0,5.0,6.0,8.0,835.0,40.0,1492.0
Clarke,3B,4122.0,12.0,7.0,177.0,21.0,8.0,7.0,14.0,225.0,51.0,8.0,82.0,78.0,227.0,24.0,27.0,4.0,10.0,7.0,1178.0,94.0,2261.0
Clarke,4A,2072.0,5.0,4.0,133.0,14.0,9.0,0.0,9.0,140.0,42.0,9.0,43.0,53.0,174.0,22.0,11.0,5.0,7.0,9.0,584.0,39.0,1312.0
Clarke,4B,4096.0,8.0,10.0,289.0,20.0,20.0,5.0,23.0,241.0,66.0,13.0,75.0,84.0,451.0,28.0,26.0,11.0,16.0,9.0,1278.0,58.0,2731.0
Clarke,5A,3007.0,2.0,6.0,246.0,11.0,17.0,3.0,11.0,144.0,52.0,5.0,50.0,68.0,392.0,13.0,24.0,6.0,8.0,8.0,1194.0,75.0,2335.0
Clarke,5B,3030.0,10.0,7.0,236.0,10.0,14.0,6.0,10.0,162.0,46.0,15.0,66.0,59.0,328.0,24.0,18.0,2.0,12.0,7.0,1078.0,28.0,2138.0
Clarke,5C,2053.0,0.0,1.0,71.0,10.0,5.0,1.0,6.0,130.0,22.0,3.0,24.0,42.0,104.0,10.0,10.0,5.0,7.0,0.0,1076.0,62.0,1589.0
Clarke,5D,3087.0,6.0,6.0,216.0,7.0,11.0,3.0,10.0,239.0,59.0,4.0,63.0,46.0,179.0,29.0,12.0,7.0,8.0,2.0,888.0,23.0,1818.0
Clarke,6A,3780.0,6.0,10.0,473.0,6.0,27.0,7.0,18.0,172.0,42.0,6.0,55.0,88.0,661.0,18.0,16.0,6.0,7.0,19.0,997.0,22.0,2656.0
Clarke,6B,3865.0,10.0,9.0,381.0,19.0,13.0,3.0,17.0,216.0,47.0,6.0,66.0,87.0,517.0,20.0,19.0,10.0,13.0,15.0,1204.0,34.0,2706.0
Clarke,6C,3129.0,5.0,9.0,379.0,11.0,13.0,3.0,9.0,152.0,34.0,8.0,33.0,71.0,504.0,18.0,19.0,11.0,4.0,15.0,935.0,32.0,2265.0
Clarke,6D,1701.0,3.0,6.0,132.0,5.0,3.0,3.0,8.0,82.0,23.0,6.0,33.0,47.0,160.0,11.0,9.0,3.0,2.0,7.0,718.0,23.0,1284.0
Clarke,7A,2968.0,4.0,6.0,321.0,8.0,8.0,8.0,11.0,150.0,31.0,10.0,54.0,64.0,435.0,20.0,15.0,2.0,19.0,10.0,937.0,32.0,2145.0
Clarke,7B,3166.0,6.0,7.0,292.0,6.0,12.0,8.0,12.0,166.0,32.0,13.0,47.0,63.0,470.0,16.0,22.0,5.0,10.0,15.0,964.0,32.0,2198.0
Clarke,7C,2733.0,3.0,6.0,259.0,8.0,9.0,9.0,14.0,134.0,21.0,10.0,43.0,72.0,430.0,11.0,25.0,3.0,12.0,3.0,926.0,38.0,2036.0
Clarke,8A,3319.0,8.0,8.0,235.0,12.0,17.0,4.0,16.0,147.0,45.0,4.0,57.0,77.0,332.0,20.0,22.0,7.0,9.0,8.0,1100.0,27.0,2155.0
Clarke,8B,2317.0,2.0,3.0,167.0,11.0,12.0,3.0,7.0,119.0,23.0,5.0,39.0,57.0,215.0,15.0,18.0,4.0,9.0,5.0,751.0,28.0,1493.0
Clarke,8C,3910.0,8.0,3.0,265.0,23.0,15.0,3.0,9.0,207.0,48.0,7.0,79.0,97.0,379.0,26.0,34.0,11.0,9.0,12.0,1212.0,56.0,2503.0
Dougherty,Palmyra Methodist,2761.0,3.0,1.0,305.0,3.0,6.0,3.0,11.0,97.0,22.0,8.0,45.0,37.0,452.0,12.0,8.0,3.0,17.0,12.0,511.0,11.0,1567.0
Dougherty,Sherwood Elementary,3205.0,5.0,7.0,263.0,5.0,12.0,6.0,8.0,166.0,44.0,11.0,60.0,57.0,390.0,24.0,9.0,7.0,8.0,10.0,821.0,16.0,1929.0
Dougherty,Covenant Church,2334.0,2.0,7.0,232.0,9.0,9.0,2.0,11.0,92.0,34.0,10.0,47.0,34.0,377.0,9.0,6.0,4.0,5.0,5.0,510.0,10.0,1415.0
Dougherty,Greenbriar Church,3885.0,9.0,9.0,557.0,4.0,10.0,4.0,11.0,147.0,39.0,5.0,62.0,59.0,806.0,14.0,14.0,1.0,9.0,15.0,1125.0,19.0,2919.0
Dougherty,Westover High School,3394.0,12.0,4.0,391.0,4.0,13.0,4.0,15.0,157.0,45.0,8.0,41.0,66.0,572.0,16.0,10.0,6.0,11.0,6.0,1045.0,20.0,2446.0
Dougherty,Merry Acres Middle,2432.0,2.0,7.0,359.0,3.0,6.0,2.0,9.0,98.0,27.0,9.0,29.0,36.0,448.0,9.0,5.0,4.0,10.0,3.0,529.0,3.0,1598.0
Dougherty,Darton College,4289.0,8.0,3.0,204.0,6.0,7.0,10.0,12.0,289.0,93.0,6.0,103.0,62.0,262.0,37.0,7.0,4.0,13.0,4.0,1379.0,30.0,2539.0
Dougherty,Westtown Elementary,3265.0,3.0,4.0,27.0,2.0,3.0,0.0,6.0,179.0,50.0,3.0,79.0,44.0,57.0,17.0,1.0,2.0,17.0,4.0,1362.0,28.0,1888.0
Dougherty,2nd Mt Zion Church,1465.0,2.0,3.0,219.0,1.0,10.0,2.0,3.0,39.0,9.0,7.0,15.0,7.0,294.0,5.0,3.0,1.0,1.0,6.0,354.0,7.0,988.0
Dougherty,Mt Zion Center,3638.0,6.0,3.0,12.0,4.0,4.0,8.0,7.0,223.0,55.0,4.0,91.0,53.0,19.0,27.0,2.0,0.0,6.0,6.0,1237.0,18.0,1785.0
Dougherty,Alice Coachman Elementary,750.0,2.0,2.0,6.0,0.0,0.0,1.0,2.0,57.0,19.0,0.0,27.0,12.0,9.0,4.0,0.0,0.0,6.0,0.0,361.0,5.0,513.0
Dougherty,Carver Teen Center,1667.0,3.0,2.0,7.0,2.0,5.0,0.0,1.0,79.0,18.0,4.0,27.0,22.0,2.0,10.0,0.0,5.0,3.0,1.0,435.0,13.0,639.0
Dougherty,Shiloh Baptist Church,1510.0,1.0,3.0,12.0,1.0,4.0,2.0,2.0,107.0,26.0,2.0,35.0,20.0,19.0,4.0,1.0,0.0,1.0,5.0,446.0,10.0,701.0
Dougherty,Litman Cathedral,1486.0,3.0,1.0,12.0,2.0,1.0,4.0,2.0,90.0,19.0,2.0,29.0,24.0,17.0,12.0,5.0,1.0,7.0,1.0,444.0,15.0,691.0
Dougherty,Phoebe Healthworks,1574.0,6.0,5.0,56.0,3.0,2.0,5.0,7.0,68.0,19.0,4.0,23.0,25.0,56.0,4.0,6.0,0.0,2.0,4.0,336.0,11.0,642.0
Dougherty,Turner Elementary,1205.0,1.0,1.0,9.0,2.0,1.0,3.0,2.0,30.0,8.0,3.0,18.0,7.0,6.0,6.0,1.0,0.0,1.0,0.0,169.0,2.0,270.0
Dougherty,Jackson Heights Elementary,2549.0,4.0,6.0,12.0,1.0,2.0,1.0,10.0,116.0,44.0,1.0,48.0,25.0,14.0,14.0,1.0,3.0,4.0,2.0,795.0,23.0,1126.0
Dougherty,Bill Miller Center,2404.0,4.0,4.0,34.0,2.0,5.0,4.0,4.0,142.0,30.0,2.0,56.0,34.0,58.0,17.0,1.0,1.0,6.0,4.0,686.0,14.0,1108.0
Dougherty,Radium Middle School,693.0,1.0,0.0,42.0,1.0,7.0,0.0,0.0,32.0,6.0,1.0,14.0,6.0,68.0,6.0,1.0,1.0,0.0,0.0,218.0,6.0,410.0
Dougherty,Putney 1st Baptist Church,2819.0,2.0,3.0,382.0,3.0,13.0,4.0,12.0,82.0,24.0,10.0,41.0,27.0,415.0,9.0,4.0,4.0,6.0,9.0,700.0,8.0,1758.0
Dougherty,International Studies,1042.0,1.0,2.0,81.0,2.0,5.0,3.0,3.0,50.0,11.0,1.0,21.0,18.0,77.0,3.0,1.0,0.0,1.0,4.0,375.0,1.0,660.0
Dougherty,Phoebe East,2965.0,4.0,5.0,61.0,6.0,6.0,3.0,6.0,181.0,52.0,3.0,88.0,47.0,103.0,15.0,3.0,5.0,5.0,2.0,776.0,24.0,1395.0
Dougherty,Pine Bluff Baptist Church,2221.0,6.0,2.0,180.0,0.0,20.0,2.0,13.0,102.0,30.0,6.0,45.0,25.0,219.0,12.0,7.0,4.0,6.0,12.0,621.0,12.0,1324.0
Dougherty,Albany Middle School,1963.0,3.0,3.0,22.0,1.0,3.0,3.0,2.0,84.0,35.0,4.0,55.0,25.0,38.0,15.0,1.0,1.0,2.0,1.0,600.0,19.0,917.0
Dougherty,Christ Church,1879.0,3.0,2.0,385.0,3.0,13.0,4.0,10.0,62.0,9.0,7.0,18.0,30.0,490.0,6.0,3.0,0.0,3.0,9.0,433.0,5.0,1495.0
Dougherty,Lamar Reese Elementary,1098.0,1.0,1.0,12.0,1.0,6.0,1.0,9.0,65.0,13.0,3.0,21.0,15.0,16.0,9.0,1.0,0.0,1.0,3.0,484.0,14.0,676.0
Dougherty,1st Christian Church,1505.0,1.0,2.0,241.0,1.0,12.0,3.0,14.0,53.0,7.0,4.0,19.0,15.0,329.0,7.0,6.0,0.0,5.0,4.0,347.0,4.0,1074.0
Dougherty,Lovett Hall,1174.0,3.0,2.0,3.0,1.0,1.0,0.0,4.0,135.0,42.0,1.0,29.0,22.0,5.0,21.0,2.0,0.0,5.0,1.0,116.0,8.0,401.0
Echols,Statenville,2156.0,13.0,11.0,508.0,4.0,49.0,2.0,18.0,43.0,10.0,33.0,21.0,25.0,558.0,9.0,4.0,5.0,6.0,24.0,36.0,2.0,1381.0
Seminole,Precinct 1,1292.0,5.0,5.0,290.0,1.0,18.0,1.0,8.0,70.0,21.0,12.0,9.0,18.0,291.0,8.0,5.0,0.0,3.0,9.0,67.0,8.0,849.0
Seminole,Precinct 2,1122.0,6.0,5.0,233.0,1.0,19.0,4.0,9.0,61.0,12.0,6.0,14.0,27.0,197.0,5.0,2.0,2.0,5.0,12.0,91.0,11.0,722.0
Seminole,Precinct 3,1174.0,6.0,3.0,57.0,1.0,7.0,5.0,6.0,150.0,37.0,7.0,46.0,34.0,25.0,15.0,0.0,2.0,4.0,1.0,183.0,9.0,598.0
